##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Fatty acid metabolism	Reactome	R-HSA-8978868	6	172	9.74537516502e-06	0.000176344883939	PTGS1|SCD|EPHX2|PPARD|GGT5|CYP1A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8978868
@@Fatty acid metabolism	KEGG PATHWAY	hsa01212	1	57	0.146182897346	0.166173720914	SCD	http://www.genome.jp/kegg-bin/show_pathway?hsa01212/hsa:6319%09red
Gene expression (Transcription)	Reactome	R-HSA-74160	15	1448	1.01655892993e-05	0.000182705861731	SRC|TP53|RARG|PTPN11|ATM|GP1BA|KIT|PPARG|PPARD|RRM2B|PRKCQ|HSP90AA1|MDM2|F11|TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74160
Signaling by TGF-beta family members	Reactome	R-HSA-9006936	5	101	1.1020439432e-05	0.00019285769006	TGFBR2|TGFBR1|FURIN|TFDP2|FKBP1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006936
Phase I - Functionalization of compounds	Reactome	R-HSA-211945	5	105	1.31954673578e-05	0.000222151539062	PTGS1|POR|ALDH1A1|ADH1A|CYP1A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211945
Netrin-1 signaling	Reactome	R-HSA-373752	4	49	1.36528544014e-05	0.000228406243445	PRKCQ|SRC|PTPN11|PTK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373752
RNA Polymerase II Transcription	Reactome	R-HSA-73857	14	1316	1.54086610428e-05	0.000249583771328	SRC|TP53|RARG|PTPN11|ATM|GP1BA|KIT|PPARG|PPARD|RRM2B|PRKCQ|MDM2|F11|TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73857
Nucleobase biosynthesis	Reactome	R-HSA-8956320	3	15	1.54817001012e-05	0.000249583771328	DHODH|GART|IMPDH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8956320
Chemokine signaling pathway	KEGG PATHWAY	hsa04062	6	190	1.68307908283e-05	0.000269698214478	SRC|PTK2|ITK|CHUK|IKBKB|JAK3	http://www.genome.jp/kegg-bin/show_pathway?hsa04062/hsa:3551%09red/hsa:3718%09red/hsa:3702%09red/hsa:5747%09red/hsa:1147%09red/hsa:6714%09red
TNF signaling pathway	KEGG PATHWAY	hsa04668	5	112	1.77939485702e-05	0.000283424570041	IKBKB|TNF|CHUK|CASP8|IL18R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04668/hsa:3551%09red/hsa:7124%09red/hsa:8809%09red/hsa:841%09red/hsa:1147%09red
G alpha (i) signalling events	Reactome	R-HSA-418594	8	405	1.81335204134e-05	0.000285415457831	SRC|CHRM2|PTGER3|RBP4|RGS1|PRKCQ|HSD17B1|PDE4D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418594
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	Reactome	R-HSA-2173791	3	16	1.83481365748e-05	0.000285415457831	TGFBR2|TGFBR1|FKBP1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173791
Signaling by PDGF	Reactome	R-HSA-186797	4	55	2.09557531204e-05	0.00031852744743	SRC|PTPN11|PLAT|FURIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186797
Arachidonic acid metabolism	Reactome	R-HSA-2142753	4	59	2.71985558541e-05	0.000397517354791	PTGS1|EPHX2|CYP1A2|GGT5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142753
@@Arachidonic acid metabolism	KEGG PATHWAY	hsa00590	3	63	0.000789643500953	0.00471891804553	PTGS1|EPHX2|GGT5	http://www.genome.jp/kegg-bin/show_pathway?hsa00590/hsa:5742%09red/hsa:2053%09red/hsa:2687%09red
Regulation of TP53 Activity through Methylation	Reactome	R-HSA-6804760	3	19	2.89873544004e-05	0.000412333490401	MDM2|ATM|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804760
Human immunodeficiency virus 1 infection	KEGG PATHWAY	hsa05170	6	212	3.0604569358e-05	0.000433022098364	PTK2|ATM|CHUK|CASP8|IKBKB|TNF	http://www.genome.jp/kegg-bin/show_pathway?hsa05170/hsa:3551%09red/hsa:7124%09red/hsa:5747%09red/hsa:1147%09red/hsa:841%09red/hsa:472%09red
Regulation of actin cytoskeleton	KEGG PATHWAY	hsa04810	6	214	3.22075063979e-05	0.000450905089571	SRC|PTK2|CHRM3|CHRM2|CHRM1|FGFR1	http://www.genome.jp/kegg-bin/show_pathway?hsa04810/hsa:5747%09red/hsa:1128%09red/hsa:1129%09red/hsa:2260%09red/hsa:6714%09red/hsa:1131%09red
Constitutive Signaling by Aberrant PI3K in Cancer	Reactome	R-HSA-2219530	4	62	3.27031885932e-05	0.000453075425302	SRC|PTPN11|LCK|KIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219530
Purine metabolism	KEGG PATHWAY	hsa00230	5	130	3.54211342118e-05	0.000483180600018	RRM2B|GART|PDE4D|IMPDH1|PDE3B	http://www.genome.jp/kegg-bin/show_pathway?hsa00230/hsa:5144%09red/hsa:50484%09red/hsa:3614%09red/hsa:5140%09red/hsa:2618%09red
Biological oxidations	Reactome	R-HSA-211859	6	220	3.74251758873e-05	0.000505334862234	PTGS1|POR|CYP1A2|ADH1A|GGT5|ALDH1A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211859
RA biosynthesis pathway	Reactome	R-HSA-5365859	3	22	4.30364309729e-05	0.000563389339399	ADH1A|ALDH1A2|ALDH1A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5365859
Adaptive Immune System	Reactome	R-HSA-1280218	10	748	4.34343531524e-05	0.000563389339399	TRIM11|ITK|PTPN11|CHUK|IKBKB|ZAP70|FKBP1A|PRKCQ|LCK|KIF11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280218
Retinol metabolism	KEGG PATHWAY	hsa00830	4	67	4.36309037279e-05	0.000563389339399	CYP1A2|ADH1A|ALDH1A2|ALDH1A1	http://www.genome.jp/kegg-bin/show_pathway?hsa00830/hsa:1544%09red/hsa:216%09red/hsa:8854%09red/hsa:124%09red
Central carbon metabolism in cancer	KEGG PATHWAY	hsa05230	4	69	4.86719804514e-05	0.000619461569381	KIT|TP53|LDHAL6A|FGFR1	http://www.genome.jp/kegg-bin/show_pathway?hsa05230/hsa:3815%09red/hsa:2260%09red/hsa:7157%09red/hsa:160287%09red
Epithelial cell signaling in Helicobacter pylori infection	KEGG PATHWAY	hsa05120	4	70	5.13459886951e-05	0.000647300141843	IKBKB|SRC|PTPN11|CHUK	http://www.genome.jp/kegg-bin/show_pathway?hsa05120/hsa:3551%09red/hsa:6714%09red/hsa:5781%09red/hsa:1147%09red
RIG-I-like receptor signaling pathway	KEGG PATHWAY	hsa04622	4	70	5.13459886951e-05	0.000647300141843	IKBKB|TNF|CHUK|CASP8	http://www.genome.jp/kegg-bin/show_pathway?hsa04622/hsa:3551%09red/hsa:7124%09red/hsa:841%09red/hsa:1147%09red
Adherens junction	KEGG PATHWAY	hsa04520	4	72	5.70135873593e-05	0.000711811504349	TGFBR2|TGFBR1|SRC|FGFR1	http://www.genome.jp/kegg-bin/show_pathway?hsa04520/hsa:6714%09red/hsa:7046%09red/hsa:2260%09red/hsa:7048%09red
Platinum drug resistance	KEGG PATHWAY	hsa01524	4	73	6.00122965832e-05	0.000739040319034	MDM2|ATM|TP53|CASP8	http://www.genome.jp/kegg-bin/show_pathway?hsa01524/hsa:841%09red/hsa:7157%09red/hsa:472%09red/hsa:4193%09red
Extra-nuclear estrogen signaling	Reactome	R-HSA-9009391	4	76	6.96991970947e-05	0.000831960140951	MMP7|HSP90AA1|PTK2|SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9009391
Herpes simplex virus 1 infection	KEGG PATHWAY	hsa05168	8	492	6.9747034373e-05	0.000831960140951	SRC|TP53|PTPN11|CHUK|CASP8|IKBKB|TNF|F11	http://www.genome.jp/kegg-bin/show_pathway?hsa05168/hsa:3551%09red/hsa:5781%09red/hsa:7124%09red/hsa:7157%09red/hsa:1147%09red/hsa:841%09red/hsa:6714%09red/hsa:90338%09red
FLT3 Signaling	Reactome	R-HSA-9607240	6	252	7.78827276153e-05	0.000920746913141	SRC|PTK2|PTPN11|PDE3B|JAK3|KIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9607240
Hepatitis C	KEGG PATHWAY	hsa05160	5	155	7.94303418352e-05	0.000934888094167	IKBKB|TNF|TP53|CHUK|CASP8	http://www.genome.jp/kegg-bin/show_pathway?hsa05160/hsa:3551%09red/hsa:7124%09red/hsa:841%09red/hsa:7157%09red/hsa:1147%09red
Cellular senescence	KEGG PATHWAY	hsa04218	5	160	9.18289558116e-05	0.0010597527281	TGFBR2|TGFBR1|ATM|TP53|MDM2	http://www.genome.jp/kegg-bin/show_pathway?hsa04218/hsa:7046%09red/hsa:4193%09red/hsa:7157%09red/hsa:472%09red/hsa:7048%09red
@@Cellular Senescence	Reactome	R-HSA-2559583	4	194	0.00214251288193	0.00949847377657	MDM2|ATM|TP53|TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559583
Transmission across Chemical Synapses	Reactome	R-HSA-112315	6	261	9.39946366571e-05	0.00107769712719	SLC6A3|SRC|BCHE|ABAT|SLC5A7|MDM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112315
TNFR1-induced NFkappaB signaling pathway	Reactome	R-HSA-5357956	3	30	0.00010048669507	0.00113260427494	IKBKB|TNF|CHUK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357956
Pyruvate metabolism	Reactome	R-HSA-70268	3	30	0.00010048669507	0.00113260427494	PPARD|ME1|LDHAL6A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70268
@@Pyruvate metabolism	KEGG PATHWAY	hsa00620	2	39	0.00560483335679	0.0202017028849	ME1|LDHAL6A	http://www.genome.jp/kegg-bin/show_pathway?hsa00620/hsa:160287%09red/hsa:4199%09red
Generation of second messenger molecules	Reactome	R-HSA-202433	3	32	0.000120067725303	0.00129829328986	LCK|ITK|ZAP70	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202433
Other interleukin signaling	Reactome	R-HSA-449836	6	275	0.00012422507036	0.00133774603636	SRC|PTK2|PTPN11|PDE3B|JAK3|KIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-449836
G alpha (s) signalling events	Reactome	R-HSA-418555	8	536	0.000124722186848	0.00133774603636	SRC|ADORA2B|CALCRL|PDE3B|ADRB2|ADORA2A|PDE4D|GLP2R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418555
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	R-HSA-6811558	4	89	0.000125230617338	0.00133780498844	SRC|PTPN11|LCK|KIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811558
Oncogene Induced Senescence	Reactome	R-HSA-2559585	3	33	0.000130724264538	0.00138536471582	MDM2|TP53|TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559585
Programmed Cell Death	Reactome	R-HSA-5357801	5	175	0.000138091638316	0.00145763396	PRKCQ|PTK2|TP53|TFDP2|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357801
Small cell lung cancer	KEGG PATHWAY	hsa05222	4	93	0.000147377457346	0.00151317954385	IKBKB|PTK2|TP53|CHUK	http://www.genome.jp/kegg-bin/show_pathway?hsa05222/hsa:3551%09red/hsa:5747%09red/hsa:7157%09red/hsa:1147%09red
NOD-like receptor signaling pathway	KEGG PATHWAY	hsa04621	5	178	0.000149164739368	0.00151317954385	IKBKB|HSP90AA1|TNF|CHUK|CASP8	http://www.genome.jp/kegg-bin/show_pathway?hsa04621/hsa:3551%09red/hsa:7124%09red/hsa:3320%09red/hsa:841%09red/hsa:1147%09red
TGFBR1 KD Mutants in Cancer	Reactome	R-HSA-3656532	2	5	0.000152455683365	0.00151317954385	TGFBR2|TGFBR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3656532
SMAD2/3 Phosphorylation Motif Mutants in Cancer	Reactome	R-HSA-3304356	2	5	0.000152455683365	0.00151317954385	TGFBR2|TGFBR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3304356
Activation of NOXA and translocation to mitochondria	Reactome	R-HSA-111448	2	5	0.000152455683365	0.00151317954385	TP53|TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111448
Regulation of TP53 Degradation	Reactome	R-HSA-6804757	3	35	0.000153842946461	0.00152127225868	MDM2|ATM|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804757
Metabolism of nucleotides	Reactome	R-HSA-15869	4	95	0.000159452617353	0.00157090356355	DHODH|GART|RRM2B|IMPDH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-15869
SLC transporter disorders	Reactome	R-HSA-5619102	4	96	0.00016575090448	0.00159154233573	SLC6A3|SLC6A2|SLC5A5|SLC5A7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619102
Downstream TCR signaling	Reactome	R-HSA-202424	4	96	0.00016575090448	0.00159154233573	IKBKB|PRKCQ|CHUK|LCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202424
Negative regulation of the PI3K/AKT network	Reactome	R-HSA-199418	4	96	0.00016575090448	0.00159154233573	SRC|PTPN11|LCK|KIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199418
Regulation of TP53 Expression and Degradation	Reactome	R-HSA-6806003	3	36	0.000166334123809	0.00159154233573	MDM2|ATM|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6806003
NOD1/2 Signaling Pathway	Reactome	R-HSA-168638	3	36	0.000166334123809	0.00159154233573	IKBKB|CHUK|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168638
Signaling by NTRKs	Reactome	R-HSA-166520	4	97	0.000172226945262	0.00162455203687	SRC|PTPN11|ADORA2A|FURIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166520
Endocrine resistance	KEGG PATHWAY	hsa01522	4	98	0.000178883717501	0.00163485848475	SRC|MDM2|PTK2|TP53	http://www.genome.jp/kegg-bin/show_pathway?hsa01522/hsa:6714%09red/hsa:5747%09red/hsa:7157%09red/hsa:4193%09red
MyD88-independent TLR4 cascade 	Reactome	R-HSA-166166	4	98	0.000178883717501	0.00163485848475	IKBKB|PTPN11|CHUK|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166166
TRIF(TICAM1)-mediated TLR4 signaling 	Reactome	R-HSA-937061	4	98	0.000178883717501	0.00163485848475	IKBKB|PTPN11|CHUK|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937061
Primary immunodeficiency	KEGG PATHWAY	hsa05340	3	37	0.00017946566825	0.00163485848475	JAK3|ZAP70|LCK	http://www.genome.jp/kegg-bin/show_pathway?hsa05340/hsa:3932%09red/hsa:3718%09red/hsa:7535%09red
Apoptotic cleavage of cellular proteins	Reactome	R-HSA-111465	3	37	0.00017946566825	0.00163485848475	PRKCQ|PTK2|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111465
Kaposi sarcoma-associated herpesvirus infection	KEGG PATHWAY	hsa05167	5	186	0.000182025762633	0.00165252057544	IKBKB|SRC|TP53|CHUK|CASP8	http://www.genome.jp/kegg-bin/show_pathway?hsa05167/hsa:3551%09red/hsa:6714%09red/hsa:841%09red/hsa:7157%09red/hsa:1147%09red
AGE-RAGE signaling pathway in diabetic complications	KEGG PATHWAY	hsa04933	4	100	0.000192751430143	0.00173365517954	TGFBR2|TGFBR1|TNF|PIM1	http://www.genome.jp/kegg-bin/show_pathway?hsa04933/hsa:7124%09red/hsa:7046%09red/hsa:5292%09red/hsa:7048%09red
Platelet Aggregation (Plug Formation)	Reactome	R-HSA-76009	3	38	0.000193251777747	0.00173365517954	SRC|PTK2|GP1BA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76009
MicroRNAs in cancer	KEGG PATHWAY	hsa05206	6	299	0.000193569770046	0.00173365517954	WNT3A|TP53|PIM1|ATM|IKBKB|MDM2	http://www.genome.jp/kegg-bin/show_pathway?hsa05206/hsa:3551%09red/hsa:89780%09red/hsa:5292%09red/hsa:7157%09red/hsa:4193%09red/hsa:472%09red
Loss of Function of SMAD2/3 in Cancer	Reactome	R-HSA-3304349	2	6	0.000202912997973	0.00176966745773	TGFBR2|TGFBR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3304349
Toll-like receptor signaling pathway	KEGG PATHWAY	hsa04620	4	104	0.000222788018559	0.00188778549732	IKBKB|TNF|CHUK|CASP8	http://www.genome.jp/kegg-bin/show_pathway?hsa04620/hsa:3551%09red/hsa:7124%09red/hsa:841%09red/hsa:1147%09red
Nuclear Receptor transcription pathway	Reactome	R-HSA-383280	3	40	0.000222843851939	0.00188778549732	PPARG|PPARD|RARG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-383280
Signaling by SCF-KIT	Reactome	R-HSA-1433557	3	40	0.000222843851939	0.00188778549732	PTPN11|LCK|KIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1433557
Bladder cancer	KEGG PATHWAY	hsa05219	3	41	0.000238677582798	0.00200912142482	SRC|MDM2|TP53	http://www.genome.jp/kegg-bin/show_pathway?hsa05219/hsa:6714%09red/hsa:7157%09red/hsa:4193%09red
Insulin resistance	KEGG PATHWAY	hsa04931	4	108	0.000256055431009	0.00211843864736	IKBKB|PRKCQ|PTPN11|TNF	http://www.genome.jp/kegg-bin/show_pathway?hsa04931/hsa:3551%09red/hsa:7124%09red/hsa:5588%09red/hsa:5781%09red
Viral carcinogenesis	KEGG PATHWAY	hsa05203	5	201	0.000258233626344	0.00211843864736	SRC|MDM2|TP53|JAK3|CASP8	http://www.genome.jp/kegg-bin/show_pathway?hsa05203/hsa:6714%09red/hsa:3718%09red/hsa:841%09red/hsa:7157%09red/hsa:4193%09red
IkBA variant leads to EDA-ID	Reactome	R-HSA-5603029	2	7	0.000260424600635	0.00211843864736	IKBKB|CHUK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5603029
Cholinergic synapse	KEGG PATHWAY	hsa04725	4	112	0.000292751175834	0.00235262274235	CHRM3|CHRM2|CHRM1|SLC5A7	http://www.genome.jp/kegg-bin/show_pathway?hsa04725/hsa:1128%09red/hsa:1129%09red/hsa:1131%09red/hsa:60482%09red
Toxoplasmosis	KEGG PATHWAY	hsa05145	4	113	0.000302484175029	0.00239466638565	IKBKB|TNF|CHUK|CASP8	http://www.genome.jp/kegg-bin/show_pathway?hsa05145/hsa:3551%09red/hsa:7124%09red/hsa:841%09red/hsa:1147%09red
Netrin mediated repulsion signals	Reactome	R-HSA-418886	2	8	0.000324952474099	0.00246963880315	SRC|PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418886
Biosynthesis of maresins	Reactome	R-HSA-9018682	2	8	0.000324952474099	0.00246963880315	CYP1A2|EPHX2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9018682
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	Reactome	R-HSA-2142670	2	8	0.000324952474099	0.00246963880315	CYP1A2|EPHX2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142670
G alpha (q) signalling events	Reactome	R-HSA-416476	5	214	0.000342032177169	0.00259203872157	OXT|PRKCQ|CHRM3|RGS1|CHRM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416476
Thyroid hormone signaling pathway	KEGG PATHWAY	hsa04919	4	119	0.00036582097571	0.00274882428076	SRC|MDM2|TP53|DIO1	http://www.genome.jp/kegg-bin/show_pathway?hsa04919/hsa:6714%09red/hsa:1733%09red/hsa:7157%09red/hsa:4193%09red
Activation of PUMA and translocation to mitochondria	Reactome	R-HSA-139915	2	9	0.000396458752346	0.00288136688863	TP53|TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-139915
Intrinsic Pathway for Apoptosis	Reactome	R-HSA-109606	3	50	0.000414738598809	0.00298971456052	TP53|TFDP2|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109606
Cell cycle	KEGG PATHWAY	hsa04110	4	124	0.000425419318141	0.00305017624328	MDM2|ATM|TP53|TFDP2	http://www.genome.jp/kegg-bin/show_pathway?hsa04110/hsa:7029%09red/hsa:7157%09red/hsa:472%09red/hsa:4193%09red
@@Cell Cycle	Reactome	R-HSA-1640170	5	629	0.0297522492002	0.0567725845571	HSP90AA1|MDM2|ATM|TP53|TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1640170
Apoptotic execution phase	Reactome	R-HSA-75153	3	51	0.000438269439574	0.00312546034656	PRKCQ|PTK2|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75153
Thyroxine biosynthesis	Reactome	R-HSA-209968	2	10	0.000474905720056	0.00328116679311	DIO1|SLC5A5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-209968
Neurotransmitter clearance	Reactome	R-HSA-112311	2	10	0.000474905720056	0.00328116679311	SLC6A3|BCHE	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112311
Toll Like Receptor 4 (TLR4) Cascade	Reactome	R-HSA-166016	4	128	0.00047784953128	0.00329295272851	IKBKB|PTPN11|CHUK|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166016
Fc epsilon receptor (FCERI) signaling	Reactome	R-HSA-2454202	4	130	0.000505719727901	0.0034581349003	IKBKB|PRKCQ|ITK|CHUK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2454202
Pyruvate metabolism and Citric Acid (TCA) cycle	Reactome	R-HSA-71406	3	54	0.000513953505305	0.00349646118699	PPARD|ME1|LDHAL6A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71406
Natural killer cell mediated cytotoxicity	KEGG PATHWAY	hsa04650	4	131	0.000520079990304	0.00352911421992	PTPN11|TNF|ZAP70|LCK	http://www.genome.jp/kegg-bin/show_pathway?hsa04650/hsa:7124%09red/hsa:3932%09red/hsa:7535%09red/hsa:5781%09red
Vascular smooth muscle contraction	KEGG PATHWAY	hsa04270	4	132	0.000534728048176	0.00361927890114	PRKCQ|ADORA2A|ADORA2B|CALCRL	http://www.genome.jp/kegg-bin/show_pathway?hsa04270/hsa:135%09red/hsa:136%09red/hsa:5588%09red/hsa:10203%09red
Stabilization of p53	Reactome	R-HSA-69541	3	55	0.000540919558135	0.00362429729128	MDM2|ATM|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69541
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Reactome	R-HSA-168643	3	55	0.000540919558135	0.00362429729128	IKBKB|CHUK|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168643
MAPK1/MAPK3 signaling	Reactome	R-HSA-5684996	5	239	0.000559250926433	0.00370716532375	SRC|PTPN11|PTK2|JAK3|KIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5684996
PECAM1 interactions	Reactome	R-HSA-210990	2	11	0.000560255812085	0.00370716532375	PTPN11|LCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210990
Metabolism of amino acids and derivatives	Reactome	R-HSA-71291	6	367	0.000563350754955	0.00371839456124	PRODH|CBS|HDC|DIO1|HAO1|SLC5A5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71291
Glutathione metabolism	KEGG PATHWAY	hsa00480	3	56	0.000568774761975	0.00373565646137	GSR|RRM2B|GGT5	http://www.genome.jp/kegg-bin/show_pathway?hsa00480/hsa:2936%09red/hsa:50484%09red/hsa:2687%09red
Purine ribonucleoside monophosphate biosynthesis	Reactome	R-HSA-73817	2	12	0.000652471612938	0.00416204913768	GART|IMPDH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73817
Ethanol oxidation	Reactome	R-HSA-71384	2	12	0.000652471612938	0.00416204913768	ALDH1A1|ADH1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71384
Interleukin-2 signaling	Reactome	R-HSA-9020558	2	12	0.000652471612938	0.00416204913768	LCK|JAK3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020558
TP53 Regulates Transcription of Caspase Activators and Caspases	Reactome	R-HSA-6803207	2	12	0.000652471612938	0.00416204913768	ATM|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803207
VEGF signaling pathway	KEGG PATHWAY	hsa04370	3	59	0.000657793801164	0.00417597019355	SRC|PTK2|KDR	http://www.genome.jp/kegg-bin/show_pathway?hsa04370/hsa:6714%09red/hsa:3791%09red/hsa:5747%09red
Death Receptor Signalling	Reactome	R-HSA-73887	4	140	0.00066266642405	0.00417699689093	IKBKB|TNF|CHUK|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73887
Degradation of the extracellular matrix	Reactome	R-HSA-1474228	4	140	0.00066266642405	0.00417699689093	MMP7|CTRB1|CTSG|FURIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474228
TNFR1-induced proapoptotic signaling	Reactome	R-HSA-5357786	2	13	0.000751515856245	0.00451248798558	TNF|CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357786
Signal regulatory protein family interactions	Reactome	R-HSA-391160	2	13	0.000751515856245	0.00451248798558	PTPN11|PTK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391160
DCC mediated attractive signaling	Reactome	R-HSA-418885	2	13	0.000751515856245	0.00451248798558	SRC|PTK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418885
Regulation of KIT signaling	Reactome	R-HSA-1433559	2	13	0.000751515856245	0.00451248798558	LCK|KIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1433559
