##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
GPCR downstream signalling	Reactome	R-HSA-388396	16	1108	5.13725431071e-06	6.00933455468e-05	CCL1|CXCL5|PTH|LRP1|CCL5|PTHLH|CCL21|PPBP|CCR3|PF4|C3|CXCL10|CXCL13|HCRTR2|MMP3|C5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388396
Constitutive Signaling by Aberrant PI3K in Cancer	Reactome	R-HSA-2219530	5	62	5.41845158999e-06	6.30749850136e-05	NRG1|PDGFRB|PDGFRA|FGF4|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219530
Collagen degradation	Reactome	R-HSA-1442490	5	64	6.26772527759e-06	6.99070010031e-05	MMP8|MMP13|MMP3|MMP12|MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1442490
Inflammatory bowel disease (IBD)	KEGG PATHWAY	hsa05321	5	65	6.7296644041e-06	7.43674435071e-05	IL1B|IL21R|IL4R|IL12A|IL2RG	http://www.genome.jp/kegg-bin/show_pathway?hsa05321/hsa:3561%09red/hsa:3553%09red/hsa:50615%09red/hsa:3566%09red/hsa:3592%09red
Tuberculosis	KEGG PATHWAY	hsa05152	7	179	6.81852290513e-06	7.50037519565e-05	IL10RA|TNFRSF1A|IL12A|CCK|FADD|C3|IL1B	http://www.genome.jp/kegg-bin/show_pathway?hsa05152/hsa:3553%09red/hsa:8767%09red/hsa:3587%09red/hsa:3592%09red/hsa:7132%09red/hsa:718%09red/hsa:8772%09red
L1CAM interactions	Reactome	R-HSA-373760	6	117	7.23383769272e-06	7.81384810231e-05	EPHB2|F3|ITGA2B|ITGAV|CD24|NCAM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373760
Adipocytokine signaling pathway	KEGG PATHWAY	hsa04920	5	69	8.85030160569e-06	9.32805071459e-05	LEP|TNFRSF1B|AGRP|CD36|TNFRSF1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04920/hsa:948%09red/hsa:7133%09red/hsa:7132%09red/hsa:181%09red/hsa:3952%09red
Nuclear signaling by ERBB4	Reactome	R-HSA-1251985	4	31	8.90793833879e-06	9.32805071459e-05	NRG1|SPARC|BTC|S100B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1251985
Signaling by GPCR	Reactome	R-HSA-372790	16	1170	1.00190941297e-05	0.000103559429841	CCL1|CXCL5|PTH|LRP1|CCL5|PTHLH|CCL21|PPBP|CCR3|PF4|C3|CXCL10|CXCL13|HCRTR2|MMP3|C5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372790
Melanoma	KEGG PATHWAY	hsa05218	5	72	1.07580285887e-05	0.00011071996805	PDGFA|PDGFRA|FGF4|PDGFC|PDGFRB	http://www.genome.jp/kegg-bin/show_pathway?hsa05218/hsa:2249%09red/hsa:5156%09red/hsa:5154%09red/hsa:5159%09red/hsa:56034%09red
Activation of Matrix Metalloproteinases	Reactome	R-HSA-1592389	4	33	1.11711814784e-05	0.000112085745544	MMP13|MMP3|MMP8|MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1592389
ECM proteoglycans	Reactome	R-HSA-3000178	5	76	1.37847360585e-05	0.000136497712825	ITGA2B|SPARC|FN1|ITGAV|NCAM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000178
Prion diseases	KEGG PATHWAY	hsa05020	4	35	1.38319200235e-05	0.000136497712825	IL1B|NCAM1|C5|CCL5	http://www.genome.jp/kegg-bin/show_pathway?hsa05020/hsa:3553%09red/hsa:727%09red/hsa:4684%09red/hsa:6352%09red
Diseases of signal transduction	Reactome	R-HSA-5663202	9	374	1.49668960684e-05	0.000145306140777	PDGFRB|PDGFRA|FN1|ITGA2B|DKK4|BTC|NRG1|FGF4|FGFR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663202
Complement and coagulation cascades	KEGG PATHWAY	hsa04610	5	79	1.64610330556e-05	0.000157265168396	C3|SERPING1|C5|SERPIND1|PLAT	http://www.genome.jp/kegg-bin/show_pathway?hsa04610/hsa:727%09red/hsa:718%09red/hsa:3053%09red/hsa:5327%09red/hsa:710%09red
Measles	KEGG PATHWAY	hsa05162	6	138	1.7790460672e-05	0.000167300096829	IL2RB|IL2RG|EIF2AK1|IL12A|FADD|IL1B	http://www.genome.jp/kegg-bin/show_pathway?hsa05162/hsa:3553%09red/hsa:3592%09red/hsa:3560%09red/hsa:3561%09red/hsa:8772%09red/hsa:27102%09red
Interleukin-1 family signaling	Reactome	R-HSA-446652	6	138	1.7790460672e-05	0.000167300096829	IL1RL1|IL1RL2|CCK|IL1B|IL1R1|S100B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446652
Molecules associated with elastic fibres	Reactome	R-HSA-2129379	4	38	1.86600131656e-05	0.000172767226144	BMP7|FN1|ITGAV|LTBP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2129379
Degradation of the extracellular matrix	Reactome	R-HSA-1474228	6	140	1.923589569e-05	0.000177414145633	MMP12|FN1|MMP13|MMP8|MMP9|MMP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474228
ECM-receptor interaction	KEGG PATHWAY	hsa04512	5	86	2.42822786336e-05	0.000218905654749	ITGA2B|FN1|ITGAV|CD36|THBS1	http://www.genome.jp/kegg-bin/show_pathway?hsa04512/hsa:3674%09red/hsa:3685%09red/hsa:7057%09red/hsa:948%09red/hsa:2335%09red
Binding and Uptake of Ligands by Scavenger Receptors	Reactome	R-HSA-2173782	4	41	2.46242195599e-05	0.000220331636211	SPARC|LRP1|CD36|SCARA5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173782
PI3K/AKT Signaling in Cancer	Reactome	R-HSA-2219528	5	88	2.69749032401e-05	0.000240467724795	NRG1|PDGFRB|PDGFRA|FGF4|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219528
Elastic fibre formation	Reactome	R-HSA-1566948	4	45	3.46131800905e-05	0.000298569805241	BMP7|FN1|ITGAV|LTBP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1566948
Antimicrobial peptides	Reactome	R-HSA-6803157	5	95	3.82673114747e-05	0.000326565882264	PGLYRP1|DEFA3|LTF|S100A8|LCN2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803157
Interleukin-3, Interleukin-5 and GM-CSF signaling	Reactome	R-HSA-512988	4	47	4.0589271911e-05	0.000341519558044	IL2RB|CSF2RA|LYN|IL2RG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-512988
Disease	Reactome	R-HSA-1643685	14	1049	4.78794260631e-05	0.000387888053038	PDGFRB|PDGFRA|CSF2RA|FN1|ITGA2B|DKK4|CD36|THBS1|SBSPON|LTF|BTC|NRG1|FGF4|FGFR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643685
Influenza A	KEGG PATHWAY	hsa05164	6	167	4.98440968534e-05	0.00040244493015	TNFRSF1A|CCL5|IL12A|FADD|CXCL10|IL1B	http://www.genome.jp/kegg-bin/show_pathway?hsa05164/hsa:3553%09red/hsa:6352%09red/hsa:3592%09red/hsa:3627%09red/hsa:7132%09red/hsa:8772%09red
PIP3 activates AKT signaling	Reactome	R-HSA-1257604	7	247	5.04581436461e-05	0.000406035665985	PDGFRB|PDGFRA|IL1RL1|FRK|BTC|NRG1|FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1257604
EPH-ephrin mediated repulsion of cells	Reactome	R-HSA-3928665	4	50	5.09220412999e-05	0.000408398177382	EPHA7|EPHB2|LYN|MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928665
Axon guidance	Reactome	R-HSA-422475	10	549	5.11658500276e-05	0.000408985694554	EPHB2|F3|EPHA7|ITGA2B|ITGAV|CD24|GFRA3|MMP9|LYN|NCAM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422475
@@Axon guidance	KEGG PATHWAY	hsa04360	4	181	0.00522044671865	0.016988483148	BMP7|EPHA7|EPHB2|BMPR2	http://www.genome.jp/kegg-bin/show_pathway?hsa04360/hsa:2048%09red/hsa:659%09red/hsa:655%09red/hsa:2045%09red
Signaling by ERBB4	Reactome	R-HSA-1236394	4	55	7.22308976618e-05	0.000553385599339	NRG1|SPARC|BTC|S100B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236394
Signaling by PDGF	Reactome	R-HSA-186797	4	55	7.22308976618e-05	0.000553385599339	PDGFRB|PDGFRA|THBS1|PLAT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186797
Signal transduction by L1	Reactome	R-HSA-445144	3	20	8.53664001899e-05	0.000637721581481	ITGA2B|NCAM1|ITGAV	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445144
Non-integrin membrane-ECM interactions	Reactome	R-HSA-3000171	4	58	8.77681583828e-05	0.000653627465223	PDGFA|FN1|ITGAV|THBS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000171
Kaposi sarcoma-associated herpesvirus infection	KEGG PATHWAY	hsa05167	6	186	8.86732697425e-05	0.00065832353202	TNFRSF1A|IL6ST|CCR3|FADD|C3|LYN	http://www.genome.jp/kegg-bin/show_pathway?hsa05167/hsa:1232%09red/hsa:8772%09red/hsa:3572%09red/hsa:7132%09red/hsa:718%09red/hsa:4067%09red
Herpes simplex virus 1 infection	KEGG PATHWAY	hsa05168	9	492	0.000118488340261	0.000871579877138	TNFSF14|EIF2AK1|TNFRSF1A|CCL5|IL12A|FADD|C3|IL1B|C5	http://www.genome.jp/kegg-bin/show_pathway?hsa05168/hsa:3553%09red/hsa:3592%09red/hsa:8772%09red/hsa:7132%09red/hsa:718%09red/hsa:27102%09red/hsa:6352%09red/hsa:8740%09red/hsa:727%09red
Intracellular signaling by second messengers	Reactome	R-HSA-9006925	7	288	0.000128208315726	0.000931647094278	PDGFRB|PDGFRA|IL1RL1|FRK|BTC|NRG1|FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006925
Interleukin-6 family signaling	Reactome	R-HSA-6783589	3	24	0.000139457332246	0.00100728518893	IL6R|CTF1|IL6ST	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6783589
Adaptive Immune System	Reactome	R-HSA-1280218	11	748	0.000139895677109	0.00100741691804	SELL|CTLA4|CRTAM|ITK|ITGAV|C3|CD36|CCK|CD200|LYN|OBBP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280218
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Reactome	R-HSA-198933	5	128	0.000148031748338	0.00105964218661	SELL|CD200|CRTAM|OBBP2|C3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198933
Staphylococcus aureus infection	KEGG PATHWAY	hsa05150	4	68	0.000157253059004	0.0011156592766	C3|DEFA3|SELP|C5	http://www.genome.jp/kegg-bin/show_pathway?hsa05150/hsa:718%09red/hsa:727%09red/hsa:1668%09red/hsa:6403%09red
Interleukin receptor SHC signaling	Reactome	R-HSA-912526	3	26	0.000173264165909	0.00122202197015	IL2RB|CSF2RA|IL2RG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912526
Syndecan interactions	Reactome	R-HSA-3000170	3	27	0.000191990130477	0.00134225169937	FN1|ITGAV|THBS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000170
Signaling by BMP	Reactome	R-HSA-201451	3	28	0.000211980262637	0.00145236762801	BMPR1A|BMPR2|MIF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201451
Signaling pathways regulating pluripotency of stem cells	KEGG PATHWAY	hsa04550	5	140	0.000221391603426	0.00150823029834	BMPR1A|BMPR2|ACVR1B|FGFR2|IL6ST	http://www.genome.jp/kegg-bin/show_pathway?hsa04550/hsa:3572%09red/hsa:91%09red/hsa:657%09red/hsa:659%09red/hsa:2263%09red
Human papillomavirus infection	KEGG PATHWAY	hsa05165	7	330	0.000288549161221	0.00186506978061	PDGFRB|FN1|TNFRSF1A|ITGA2B|ITGAV|THBS1|FADD	http://www.genome.jp/kegg-bin/show_pathway?hsa05165/hsa:3674%09red/hsa:8772%09red/hsa:3685%09red/hsa:7132%09red/hsa:5159%09red/hsa:2335%09red/hsa:7057%09red
Transcriptional regulation by RUNX1	Reactome	R-HSA-8878171	6	235	0.000303631582699	0.00195203360673	CTLA4|ITGA2B|TEC|THBS1|PF4|TNFRSF18	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8878171
Phagosome	KEGG PATHWAY	hsa04145	5	152	0.000319618024507	0.00203841495417	C3|CFD|ITGAV|CD36|THBS1	http://www.genome.jp/kegg-bin/show_pathway?hsa04145/hsa:200576%09red/hsa:3685%09red/hsa:7057%09red/hsa:948%09red/hsa:718%09red
Hippo signaling pathway	KEGG PATHWAY	hsa04390	5	154	0.000338756268983	0.00213211950924	BMP7|BMPR1A|BMP5|BMPR2|MIF	http://www.genome.jp/kegg-bin/show_pathway?hsa04390/hsa:659%09red/hsa:657%09red/hsa:653%09red/hsa:655%09red/hsa:268%09red
Toll-like Receptor Cascades	Reactome	R-HSA-168898	5	154	0.000338756268983	0.00213211950924	CCK|FADD|S100A8|CD36|S100B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168898
Integrin cell surface interactions	Reactome	R-HSA-216083	4	84	0.00034035074901	0.00213654737206	ITGA2B|FN1|ITGAV|THBS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-216083
Activated NTRK2 signals through FYN	Reactome	R-HSA-9032500	2	6	0.000381633991507	0.00227651321302	BDNF|NTRK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9032500
Fibronectin matrix formation	Reactome	R-HSA-1566977	2	6	0.000381633991507	0.00227651321302	CEACAM1|FN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1566977
Activated NTRK2 signals through CDK5	Reactome	R-HSA-9032845	2	6	0.000381633991507	0.00227651321302	BDNF|NTRK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9032845
Activated NTRK2 signals through PI3K	Reactome	R-HSA-9028335	2	6	0.000381633991507	0.00227651321302	BDNF|NTRK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9028335
Gap junction	KEGG PATHWAY	hsa04540	4	88	0.000403144877443	0.00238701584225	PDGFA|PDGFRA|PDGFC|PDGFRB	http://www.genome.jp/kegg-bin/show_pathway?hsa04540/hsa:5156%09red/hsa:5154%09red/hsa:5159%09red/hsa:56034%09red
Primary immunodeficiency	KEGG PATHWAY	hsa05340	3	37	0.000454618785351	0.00263128665134	IL7R|CD40|IL2RG	http://www.genome.jp/kegg-bin/show_pathway?hsa05340/hsa:3561%09red/hsa:3575%09red/hsa:958%09red
EPH-Ephrin signaling	Reactome	R-HSA-2682334	4	91	0.000455372794123	0.00263128665134	EPHA7|EPHB2|LYN|MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2682334
Th1 and Th2 cell differentiation	KEGG PATHWAY	hsa04658	4	92	0.000473804562713	0.00270449190097	IL2RB|IL4R|IL12A|IL2RG	http://www.genome.jp/kegg-bin/show_pathway?hsa04658/hsa:3560%09red/hsa:3561%09red/hsa:3566%09red/hsa:3592%09red
Activated NTRK2 signals through RAS	Reactome	R-HSA-9026519	2	7	0.000489470177239	0.00270449190097	BDNF|NTRK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9026519
Formation of Fibrin Clot (Clotting Cascade)	Reactome	R-HSA-140877	3	39	0.000525366324015	0.0028697686674	SERPING1|PF4|SERPIND1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140877
Amoebiasis	KEGG PATHWAY	hsa05146	4	95	0.000532285844164	0.00289437971498	IL1R1|IL1B|FN1|IL12A	http://www.genome.jp/kegg-bin/show_pathway?hsa05146/hsa:3553%09red/hsa:2335%09red/hsa:3554%09red/hsa:3592%09red
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	Reactome	R-HSA-8936459	4	96	0.000552869949693	0.00299950710263	ITGA2B|TEC|PF4|THBS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8936459
Cross-presentation of particulate exogenous antigens (phagosomes)	Reactome	R-HSA-1236973	2	8	0.000610339215683	0.00314751277249	ITGAV|CD36	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236973
Activation of C3 and C5	Reactome	R-HSA-174577	2	8	0.000610339215683	0.00314751277249	C3|C5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174577
Choline metabolism in cancer	KEGG PATHWAY	hsa05231	4	99	0.000618012817517	0.00318024621546	PDGFA|PDGFRA|PDGFC|PDGFRB	http://www.genome.jp/kegg-bin/show_pathway?hsa05231/hsa:5156%09red/hsa:5154%09red/hsa:5159%09red/hsa:56034%09red
NOD-like receptor signaling pathway	KEGG PATHWAY	hsa04621	5	178	0.00064239542594	0.00329863861114	IL1B|CCL5|DEFA3|CCK|FADD	http://www.genome.jp/kegg-bin/show_pathway?hsa04621/hsa:3553%09red/hsa:8767%09red/hsa:8772%09red/hsa:6352%09red/hsa:1668%09red
Interleukin-1 signaling	Reactome	R-HSA-9020702	4	101	0.000664352526487	0.00339683871752	IL1B|CCK|IL1R1|S100B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020702
Signaling by TGF-beta family members	Reactome	R-HSA-9006936	4	101	0.000664352526487	0.00339683871752	BMPR1A|ACVR1B|BMPR2|MIF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006936
Interleukin-9 signaling	Reactome	R-HSA-8985947	2	9	0.000744143661492	0.00371761770887	IL9|IL2RG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8985947
PI3K events in ERBB4 signaling	Reactome	R-HSA-1250342	2	9	0.000744143661492	0.00371761770887	NRG1|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1250342
Signaling by VEGF	Reactome	R-HSA-194138	4	106	0.000790892218838	0.00391043204283	FIGF|SHB|AXL|ITGAV	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194138
Regulation of Complement cascade	Reactome	R-HSA-977606	3	47	0.000877615105575	0.00427221256478	C3|SERPING1|C5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977606
Interleukin-21 signaling	Reactome	R-HSA-9020958	2	10	0.000890786606501	0.00427221256478	IL21R|IL2RG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020958
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	Reactome	R-HSA-8877330	2	10	0.000890786606501	0.00427221256478	CTLA4|TNFRSF18	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8877330
Activated NTRK2 signals through FRS2 and FRS3	Reactome	R-HSA-9028731	2	10	0.000890786606501	0.00427221256478	BDNF|NTRK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9028731
FGFRL1 modulation of FGFR1 signaling	Reactome	R-HSA-5658623	2	10	0.000890786606501	0.00427221256478	FGFRL1|FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5658623
Toxoplasmosis	KEGG PATHWAY	hsa05145	4	113	0.000995395799915	0.00475489866175	IL10RA|CD40|IL12A|TNFRSF1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05145/hsa:958%09red/hsa:3587%09red/hsa:7132%09red/hsa:3592%09red
MicroRNAs in cancer	KEGG PATHWAY	hsa05206	6	299	0.00104103786551	0.00486160556318	PDGFA|PDGFRA|PDGFRB|THBS1|BMPR2|MMP9	http://www.genome.jp/kegg-bin/show_pathway?hsa05206/hsa:5156%09red/hsa:4318%09red/hsa:5154%09red/hsa:659%09red/hsa:5159%09red/hsa:7057%09red
PECAM1 interactions	Reactome	R-HSA-210990	2	11	0.00105017167712	0.00486160556318	LYN|ITGAV	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210990
ERBB2 Activates PTK6 Signaling	Reactome	R-HSA-8847993	2	11	0.00105017167712	0.00486160556318	NRG1|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8847993
Regulation of signaling by NODAL	Reactome	R-HSA-1433617	2	11	0.00105017167712	0.00486160556318	ACVR1B|CFC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1433617
Interleukin-6 signaling	Reactome	R-HSA-1059683	2	11	0.00105017167712	0.00486160556318	IL6R|IL6ST	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1059683
Interleukin-2 signaling	Reactome	R-HSA-9020558	2	12	0.00122220303173	0.00549876711085	IL2RB|IL2RG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020558
Interleukin-35 Signalling	Reactome	R-HSA-8984722	2	12	0.00122220303173	0.00549876711085	IL12A|IL6ST	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8984722
SHC1 events in ERBB4 signaling	Reactome	R-HSA-1250347	2	12	0.00122220303173	0.00549876711085	NRG1|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1250347
Legionellosis	KEGG PATHWAY	hsa05134	3	55	0.00135184915581	0.00603674911661	C3|IL1B|IL12A	http://www.genome.jp/kegg-bin/show_pathway?hsa05134/hsa:718%09red/hsa:3553%09red/hsa:3592%09red
PI3K events in ERBB2 signaling	Reactome	R-HSA-1963642	2	13	0.00140678535811	0.00606739440421	NRG1|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1963642
TNFR1-induced proapoptotic signaling	Reactome	R-HSA-5357786	2	13	0.00140678535811	0.00606739440421	TNFRSF1A|FADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357786
ERBB2 Regulates Cell Motility	Reactome	R-HSA-6785631	2	13	0.00140678535811	0.00606739440421	NRG1|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6785631
Complement cascade	Reactome	R-HSA-166658	3	57	0.00149109662858	0.00640797440024	C3|SERPING1|C5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166658
Metabolism of proteins	Reactome	R-HSA-392499	17	2012	0.00154655563175	0.00663441932907	CSF2RA|GH1|FN1|LTBP1|CCK|THBS1|LEP|LTF|AIMP1|CUL9|IGFBP4|CAND1|C3|LGALS1|SBSPON|SERPIND1|IGFBP7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392499
Osteoclast differentiation	KEGG PATHWAY	hsa04380	4	128	0.00155388625648	0.0066421020375	IL1B|CSF1R|IL1R1|TNFRSF1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04380/hsa:3553%09red/hsa:3554%09red/hsa:1436%09red/hsa:7132%09red
Toll Like Receptor 4 (TLR4) Cascade	Reactome	R-HSA-166016	4	128	0.00155388625648	0.0066421020375	FADD|CCK|CD36|S100B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166016
Human T-cell leukemia virus 1 infection	KEGG PATHWAY	hsa05166	5	219	0.00157895124966	0.0066424346154	IL2RB|TNFRSF1A|CD40|IL1R1|IL2RG	http://www.genome.jp/kegg-bin/show_pathway?hsa05166/hsa:3560%09red/hsa:3561%09red/hsa:3554%09red/hsa:7132%09red/hsa:958%09red
Interleukin-15 signaling	Reactome	R-HSA-8983432	2	14	0.00160382387086	0.0066424346154	IL2RB|IL2RG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8983432
Activated point mutants of FGFR2	Reactome	R-HSA-2033519	2	14	0.00160382387086	0.0066424346154	FGF4|FGFR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2033519
GRB2:SOS provides linkage to MAPK signaling for Integrins 	Reactome	R-HSA-354194	2	14	0.00160382387086	0.0066424346154	ITGA2B|FN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-354194
GRB2 events in ERBB2 signaling	Reactome	R-HSA-1963640	2	14	0.00160382387086	0.0066424346154	NRG1|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1963640
Assembly of collagen fibrils and other multimeric structures	Reactome	R-HSA-2022090	3	60	0.00171630273383	0.007059509358	MMP13|MMP3|MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022090
p130Cas linkage to MAPK signaling for integrins	Reactome	R-HSA-372708	2	15	0.00181322430884	0.00730775108	ITGA2B|FN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372708
Neuroactive ligand-receptor interaction	KEGG PATHWAY	hsa04080	6	338	0.00191526876154	0.0076802917896	GH1|PTH|LEP|C3|HCRTR2|C5	http://www.genome.jp/kegg-bin/show_pathway?hsa04080/hsa:3952%09red/hsa:2688%09red/hsa:5741%09red/hsa:718%09red/hsa:3062%09red/hsa:727%09red
Cytosolic DNA-sensing pathway	KEGG PATHWAY	hsa04623	3	63	0.00196168019935	0.00785327064781	CXCL10|IL1B|CCL5	http://www.genome.jp/kegg-bin/show_pathway?hsa04623/hsa:3553%09red/hsa:3627%09red/hsa:6352%09red
IL-6-type cytokine receptor ligand interactions	Reactome	R-HSA-6788467	2	17	0.00226873652197	0.00880328508038	CTF1|IL6ST	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6788467
Synthesis, secretion, and deacylation of Ghrelin	Reactome	R-HSA-422085	2	18	0.00251466237325	0.00949902531127	LEP|GH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422085
Central carbon metabolism in cancer	KEGG PATHWAY	hsa05230	3	69	0.00251537993022	0.00949902531127	PDGFRB|PDGFRA|FGFR2	http://www.genome.jp/kegg-bin/show_pathway?hsa05230/hsa:5156%09red/hsa:5159%09red/hsa:2263%09red
Phospholipase D signaling pathway	KEGG PATHWAY	hsa04072	4	148	0.00259563793548	0.00978669775045	PDGFA|PDGFRA|PDGFC|PDGFRB	http://www.genome.jp/kegg-bin/show_pathway?hsa04072/hsa:5156%09red/hsa:5154%09red/hsa:5159%09red/hsa:56034%09red
RIG-I-like receptor signaling pathway	KEGG PATHWAY	hsa04622	3	70	0.00261607238371	0.00983282378707	CXCL10|IL12A|FADD	http://www.genome.jp/kegg-bin/show_pathway?hsa04622/hsa:8772%09red/hsa:3627%09red/hsa:3592%09red
