##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Hepatocellular carcinoma	KEGG PATHWAY	hsa05225	4	168	0.00267762269819	0.0232060633843	NFE2L2|CDKN1A|PIK3R1|GADD45A	http://www.genome.jp/kegg-bin/show_pathway?hsa05225/hsa:1647%09red/hsa:4780%09red/hsa:5295%09red/hsa:1026%09red
CD28 dependent PI3K/Akt signaling	Reactome	R-HSA-389357	2	22	0.00288973267134	0.0243169205704	MAP3K8|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389357
Disease	Reactome	R-HSA-1643685	10	1049	0.00293098907752	0.0244610940297	AREG|CDKN1A|VPS37B|IRS2|KPNA2|PIK3R1|CXCR4|RELA|TNKS2|XRCC5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643685
ErbB signaling pathway	KEGG PATHWAY	hsa04012	3	85	0.00321334435726	0.0262768643408	AREG|CDKN1A|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04012/hsa:1026%09red/hsa:374%09red/hsa:5295%09red
Toll Like Receptor 5 (TLR5) Cascade	Reactome	R-HSA-168176	3	85	0.00321334435726	0.0262768643408	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168176
MyD88 cascade initiated on plasma membrane	Reactome	R-HSA-975871	3	85	0.00321334435726	0.0262768643408	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975871
Toll Like Receptor 10 (TLR10) Cascade	Reactome	R-HSA-168142	3	85	0.00321334435726	0.0262768643408	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168142
Cellular response to heat stress	Reactome	R-HSA-3371556	3	86	0.00331743075521	0.0268037831537	DNAJB1|HSPA9|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371556
SUMOylation of intracellular receptors	Reactome	R-HSA-4090294	2	24	0.00338800174046	0.0268393262877	NR4A2|NR3C1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4090294
Telomere C-strand (Lagging Strand) Synthesis	Reactome	R-HSA-174417	2	24	0.00338800174046	0.0268393262877	PRIM1|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174417
Signaling by EGFR in Cancer	Reactome	R-HSA-1643713	2	24	0.00338800174046	0.0268393262877	AREG|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643713
Signaling by Erythropoietin	Reactome	R-HSA-9006335	2	24	0.00338800174046	0.0268393262877	IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006335
Deubiquitination	Reactome	R-HSA-5688426	5	296	0.00343315602211	0.0269862031505	JOSD1|TNKS2|SIAH2|TNFAIP3|USP42	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5688426
PD-L1 expression and PD-1 checkpoint pathway in cancer	KEGG PATHWAY	hsa05235	3	89	0.00364201521908	0.0282611770702	RELA|CD3D|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa05235/hsa:5295%09red/hsa:915%09red/hsa:5970%09red
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	R-HSA-6811558	3	89	0.00364201521908	0.0282611770702	AREG|IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811558
Transport to the Golgi and subsequent modification	Reactome	R-HSA-948021	4	185	0.0037505844551	0.0289208565588	AREG|CSNK1D|DCTN6|ST6GAL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-948021
Adaptive Immune System	Reactome	R-HSA-1280218	8	748	0.0038987721187	0.0296891578416	MAP3K8|REL|SIAH2|CD3D|PIK3R1|PRKACB|RELA|DCTN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280218
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Reactome	R-HSA-975138	3	92	0.00398534550039	0.0300456530662	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975138
Toll Like Receptor 7/8 (TLR7/8) Cascade	Reactome	R-HSA-168181	3	93	0.00410401021057	0.0304325242503	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168181
Toll Like Receptor 3 (TLR3) Cascade	Reactome	R-HSA-168164	3	93	0.00410401021057	0.0304325242503	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168164
MyD88 dependent cascade initiated on endosome	Reactome	R-HSA-975155	3	93	0.00410401021057	0.0304325242503	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975155
Chemokine signaling pathway	KEGG PATHWAY	hsa04062	4	190	0.00411439130751	0.0304325242503	RELA|PRKACB|PIK3R1|CXCR4	http://www.genome.jp/kegg-bin/show_pathway?hsa04062/hsa:5567%09red/hsa:5295%09red/hsa:7852%09red/hsa:5970%09red
Amoebiasis	KEGG PATHWAY	hsa05146	3	95	0.00434774045148	0.0316029305935	RELA|PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa05146/hsa:5567%09red/hsa:5295%09red/hsa:5970%09red
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	Reactome	R-HSA-166058	3	95	0.00434774045148	0.0316029305935	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166058
Toll Like Receptor TLR6:TLR2 Cascade	Reactome	R-HSA-168188	3	95	0.00434774045148	0.0316029305935	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168188
Downstream TCR signaling	Reactome	R-HSA-202424	3	96	0.00447282830371	0.0319888708016	RELA|CD3D|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202424
Negative regulation of the PI3K/AKT network	Reactome	R-HSA-199418	3	96	0.00447282830371	0.0319888708016	AREG|IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199418
Prostate cancer	KEGG PATHWAY	hsa05215	3	97	0.00460007922178	0.0322801406982	RELA|CDKN1A|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa05215/hsa:1026%09red/hsa:5295%09red/hsa:5970%09red
Signaling by NTRKs	Reactome	R-HSA-166520	3	97	0.00460007922178	0.0322801406982	DUSP4|IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166520
Toll Like Receptor 9 (TLR9) Cascade	Reactome	R-HSA-168138	3	97	0.00460007922178	0.0322801406982	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168138
Endocrine resistance	KEGG PATHWAY	hsa01522	3	98	0.00472950391397	0.0326239249576	CDKN1A|PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa01522/hsa:1026%09red/hsa:5295%09red/hsa:5567%09red
Toll Like Receptor 2 (TLR2) Cascade	Reactome	R-HSA-181438	3	98	0.00472950391397	0.0326239249576	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-181438
Toll Like Receptor TLR1:TLR2 Cascade	Reactome	R-HSA-168179	3	98	0.00472950391397	0.0326239249576	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168179
MyD88-independent TLR4 cascade 	Reactome	R-HSA-166166	3	98	0.00472950391397	0.0326239249576	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166166
TRIF(TICAM1)-mediated TLR4 signaling 	Reactome	R-HSA-937061	3	98	0.00472950391397	0.0326239249576	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937061
Inflammatory mediator regulation of TRP channels	KEGG PATHWAY	hsa04750	3	100	0.00499491656206	0.0335420224764	PTGER4|PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04750/hsa:5567%09red/hsa:5295%09red/hsa:5734%09red
Extension of Telomeres	Reactome	R-HSA-180786	2	30	0.00510367324628	0.0340468728403	PRIM1|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180786
Human papillomavirus infection	KEGG PATHWAY	hsa05165	5	330	0.00538149699547	0.0351250055192	PTGER4|RELA|CDKN1A|PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa05165/hsa:1026%09red/hsa:5970%09red/hsa:5567%09red/hsa:5295%09red/hsa:5734%09red
Chagas disease (American trypanosomiasis)	KEGG PATHWAY	hsa05142	3	103	0.0054095963476	0.0351250055192	RELA|CD3D|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa05142/hsa:5295%09red/hsa:915%09red/hsa:5970%09red
Circadian rhythm	KEGG PATHWAY	hsa04710	2	31	0.00542116702541	0.0351250055192	CSNK1D|PER1	http://www.genome.jp/kegg-bin/show_pathway?hsa04710/hsa:1453%09red/hsa:5187%09red
CD28 co-stimulation	Reactome	R-HSA-389356	2	31	0.00542116702541	0.0351250055192	MAP3K8|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389356
Toll-like receptor signaling pathway	KEGG PATHWAY	hsa04620	3	104	0.00555227864843	0.0358599398058	RELA|MAP3K8|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04620/hsa:5295%09red/hsa:1326%09red/hsa:5970%09red
DNA strand elongation	Reactome	R-HSA-69190	2	32	0.00574750890996	0.0367695522694	PRIM1|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69190
Human immunodeficiency virus 1 infection	KEGG PATHWAY	hsa05170	4	212	0.00599894638346	0.038257431653	RELA|CD3D|PIK3R1|CXCR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05170/hsa:915%09red/hsa:5295%09red/hsa:7852%09red/hsa:5970%09red
Activation of the pre-replicative complex	Reactome	R-HSA-68962	2	33	0.00608263743361	0.0384286252815	PRIM1|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68962
Insulin resistance	KEGG PATHWAY	hsa04931	3	108	0.00614553821752	0.0384665169911	RELA|IRS2|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04931/hsa:5295%09red/hsa:8660%09red/hsa:5970%09red
Autophagy	Reactome	R-HSA-9612973	3	108	0.00614553821752	0.0384665169911	ATG16L1|GABARAPL1|VPS37B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9612973
Interleukin-4 and Interleukin-13 signaling	Reactome	R-HSA-6785807	3	108	0.00614553821752	0.0384665169911	CDKN1A|BCL6|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6785807
Signaling by ROBO receptors	Reactome	R-HSA-376176	4	216	0.00639402393923	0.0395540418298	ETF1|GSPT1|PRKACB|CXCR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-376176
Signaling by the B Cell Receptor (BCR)	Reactome	R-HSA-983705	3	110	0.00645581254717	0.0395540418298	RELA|REL|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983705
ESR-mediated signaling	Reactome	R-HSA-8939211	4	221	0.00691169402684	0.041593221028	AREG|KPNA2|PIK3R1|JUND	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939211
Calmodulin induced events	Reactome	R-HSA-111933	2	36	0.00714013275174	0.0420922043006	KPNA2|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111933
CaM pathway	Reactome	R-HSA-111997	2	36	0.00714013275174	0.0420922043006	KPNA2|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111997
Interleukin-7 signaling	Reactome	R-HSA-1266695	2	36	0.00714013275174	0.0420922043006	IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1266695
PI3K Cascade	Reactome	R-HSA-109704	2	36	0.00714013275174	0.0420922043006	IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109704
PI3K-Akt signaling pathway	KEGG PATHWAY	hsa04151	5	354	0.00715803837933	0.0420922043006	AREG|RELA|DDIT4|CDKN1A|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04151/hsa:1026%09red/hsa:374%09red/hsa:5295%09red/hsa:54541%09red/hsa:5970%09red
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	Reactome	R-HSA-975957	3	115	0.00727184228697	0.0423772878103	ETF1|GSPT1|DCP1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975957
Nonsense-Mediated Decay (NMD)	Reactome	R-HSA-927802	3	115	0.00727184228697	0.0423772878103	ETF1|GSPT1|DCP1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-927802
Thyroid cancer	KEGG PATHWAY	hsa05216	2	37	0.00750979926035	0.043266684375	GADD45A|CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05216/hsa:1647%09red/hsa:1026%09red
TCR signaling	Reactome	R-HSA-202403	3	117	0.00761455988201	0.043745970087	RELA|CD3D|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202403
Ca-dependent events	Reactome	R-HSA-111996	2	38	0.00788794963374	0.0450613010063	KPNA2|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111996
AMPK signaling pathway	KEGG PATHWAY	hsa04152	3	120	0.00814629503639	0.046277348598	PFKFB3|IRS2|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04152/hsa:5209%09red/hsa:5295%09red/hsa:8660%09red
Ras signaling pathway	KEGG PATHWAY	hsa04014	4	232	0.00814645633604	0.046277348598	RELA|REL|PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04014/hsa:5567%09red/hsa:5966%09red/hsa:5295%09red/hsa:5970%09red
Yersinia infection	KEGG PATHWAY	hsa05135	3	121	0.00832827753534	0.0471780638036	RELA|PIK3R1|CASP1	http://www.genome.jp/kegg-bin/show_pathway?hsa05135/hsa:834%09red/hsa:5295%09red/hsa:5970%09red
IRS-mediated signalling	Reactome	R-HSA-112399	2	40	0.00866946366204	0.0485681555431	IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112399
Diseases of signal transduction	Reactome	R-HSA-5663202	5	374	0.00892289999501	0.0497132999722	AREG|CDKN1A|TNKS2|IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663202
DAG and IP3 signaling	Reactome	R-HSA-1489509	2	42	0.00948420118027	0.0515655763903	KPNA2|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1489509
Toll Like Receptor 4 (TLR4) Cascade	Reactome	R-HSA-166016	3	128	0.00966915935824	0.0524306288195	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166016
Relaxin signaling pathway	KEGG PATHWAY	hsa04926	3	130	0.0100739900004	0.0540477558752	RELA|PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04926/hsa:5567%09red/hsa:5295%09red/hsa:5970%09red
G1/S Transition	Reactome	R-HSA-69206	3	130	0.0100739900004	0.0540477558752	CDKN1A|PRIM1|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69206
Vasopressin-regulated water reabsorption	KEGG PATHWAY	hsa04962	2	44	0.010331693254	0.0545642549975	DCTN6|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04962/hsa:5567%09red/hsa:10671%09red
IGF1R signaling cascade	Reactome	R-HSA-2428924	2	44	0.010331693254	0.0545642549975	IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2428924
IRS-related events triggered by IGF1R	Reactome	R-HSA-2428928	2	44	0.010331693254	0.0545642549975	IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2428928
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	R-HSA-2404192	2	45	0.0107675769881	0.0561353370998	IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2404192
Type II diabetes mellitus	KEGG PATHWAY	hsa04930	2	46	0.0112114756294	0.0581505692492	IRS2|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04930/hsa:5295%09red/hsa:8660%09red
Insulin receptor signalling cascade	Reactome	R-HSA-74751	2	46	0.0112114756294	0.0581505692492	IRS2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74751
Insulin signaling pathway	KEGG PATHWAY	hsa04910	3	137	0.0115678542155	0.0596936599212	IRS2|PIK3R1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04910/hsa:5567%09red/hsa:5295%09red/hsa:8660%09red
Apelin signaling pathway	KEGG PATHWAY	hsa04371	3	137	0.0115678542155	0.0596936599212	MEF2D|GABARAPL1|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04371/hsa:5567%09red/hsa:23710%09red/hsa:4209%09red
Hedgehog signaling pathway	KEGG PATHWAY	hsa04340	2	47	0.0116633318709	0.0600335965334	CSNK1D|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa04340/hsa:5567%09red/hsa:1453%09red
Interleukin-1 family signaling	Reactome	R-HSA-446652	3	138	0.0117911018158	0.0603847335413	RELA|MAP3K8|CASP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446652
Fluid shear stress and atherosclerosis	KEGG PATHWAY	hsa05418	3	139	0.012016822792	0.061158268332	NFE2L2|RELA|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa05418/hsa:4780%09red/hsa:5295%09red/hsa:5970%09red
Signaling by EGFR	Reactome	R-HSA-177929	2	48	0.012123088693	0.061158268332	AREG|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-177929
G alpha (i) signalling events	Reactome	R-HSA-418594	5	405	0.0122195485298	0.0614675826964	RGS1|PRKACB|CXCR4|KPNA2|RDH11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418594
Death Receptor Signalling	Reactome	R-HSA-73887	3	140	0.012245021405	0.0614675826964	RELA|CASP2|TNFAIP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73887
Cocaine addiction	KEGG PATHWAY	hsa05030	2	49	0.0125906893625	0.0628914237122	RELA|PRKACB	http://www.genome.jp/kegg-bin/show_pathway?hsa05030/hsa:5567%09red/hsa:5970%09red
HDMs demethylate histones	Reactome	R-HSA-3214842	2	50	0.013066077431	0.0647872983619	KDM2A|JMJD6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214842
Breast cancer	KEGG PATHWAY	hsa05224	3	147	0.0139121165617	0.0682808214315	GADD45A|CDKN1A|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa05224/hsa:1647%09red/hsa:1026%09red/hsa:5295%09red
Mitotic G1-G1/S phases	Reactome	R-HSA-453279	3	147	0.0139121165617	0.0682808214315	CDKN1A|PRIM1|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453279
Chromatin organization	Reactome	R-HSA-4839726	4	273	0.0139956323455	0.0682808214315	KDM2A|RELA|JMJD6|BRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4839726
Chromatin modifying enzymes	Reactome	R-HSA-3247509	4	273	0.0139956323455	0.0682808214315	KDM2A|RELA|JMJD6|BRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3247509
Gastric cancer	KEGG PATHWAY	hsa05226	3	149	0.0144109424669	0.0695842650544	GADD45A|CDKN1A|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa05226/hsa:1647%09red/hsa:1026%09red/hsa:5295%09red
HIV Life Cycle	Reactome	R-HSA-162587	3	149	0.0144109424669	0.0695842650544	XRCC5|VPS37B|CXCR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162587
Synthesis of PIPs at the plasma membrane	Reactome	R-HSA-1660499	2	53	0.0145384057957	0.0697018604104	PIK3R1|PI4K2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660499
PLC beta mediated events	Reactome	R-HSA-112043	2	54	0.0150443846329	0.0714520188185	KPNA2|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112043
Legionellosis	KEGG PATHWAY	hsa05134	2	55	0.0155578728587	0.0728668964377	RELA|CASP1	http://www.genome.jp/kegg-bin/show_pathway?hsa05134/hsa:834%09red/hsa:5970%09red
G-protein mediated events	Reactome	R-HSA-112040	2	55	0.0155578728587	0.0728668964377	KPNA2|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112040
ER to Golgi Anterograde Transport	Reactome	R-HSA-199977	3	154	0.0157020386874	0.0730360882067	AREG|CSNK1D|DCTN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199977
Toll-like Receptor Cascades	Reactome	R-HSA-168898	3	154	0.0157020386874	0.0730360882067	DUSP4|RELA|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168898
Hepatitis C	KEGG PATHWAY	hsa05160	3	155	0.0159678277005	0.0735598967887	RELA|CDKN1A|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa05160/hsa:1026%09red/hsa:5295%09red/hsa:5970%09red
Regulation of TP53 Activity	Reactome	R-HSA-5633007	3	159	0.0170562944279	0.0773829196863	PLK3|BRD1|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5633007
S Phase	Reactome	R-HSA-69242	3	160	0.0173347489412	0.0779487158598	CDKN1A|PRIM1|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69242
Hepatitis B	KEGG PATHWAY	hsa05161	3	163	0.0181853518219	0.0786327513406	RELA|CDKN1A|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa05161/hsa:1026%09red/hsa:5295%09red/hsa:5970%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	hsa04141	3	165	0.0187651349904	0.0786327513406	NFE2L2|DNAJB1|DDIT3	http://www.genome.jp/kegg-bin/show_pathway?hsa04141/hsa:4780%09red/hsa:3337%09red/hsa:1649%09red
DNA Double-Strand Break Repair	Reactome	R-HSA-5693532	3	166	0.0190588449297	0.0786327513406	XRCC5|KPNA2|RPA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693532
Cytosolic sensors of pathogen-associated DNA 	Reactome	R-HSA-1834949	2	62	0.0193579877789	0.0786327513406	RELA|XRCC5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1834949
Signaling by Receptor Tyrosine Kinases	Reactome	R-HSA-9006934	5	458	0.0196128793748	0.0786327513406	AREG|IRS2|DUSP4|PIK3R1|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006934
Factors involved in megakaryocyte development and platelet production	Reactome	R-HSA-983231	3	168	0.019653907105	0.0786327513406	IRF2|MAFF|PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983231
IRS activation	Reactome	R-HSA-74713	1	5	0.0197978536862	0.0786327513406	IRS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74713
MET activates PI3K/AKT signaling	Reactome	R-HSA-8851907	1	5	0.0197978536862	0.0786327513406	PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8851907
PTK6 Expression	Reactome	R-HSA-8849473	1	5	0.0197978536862	0.0786327513406	NR3C1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8849473
PKA-mediated phosphorylation of key metabolic factors	Reactome	R-HSA-163358	1	5	0.0197978536862	0.0786327513406	PRKACB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163358
TFAP2 (AP-2) family regulates transcription of cell cycle factors	Reactome	R-HSA-8866911	1	5	0.0197978536862	0.0786327513406	CDKN1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866911
Asparagine N-linked glycosylation	Reactome	R-HSA-446203	4	304	0.0198343644091	0.0786327513406	AREG|CSNK1D|DCTN6|ST6GAL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446203
Basal cell carcinoma	KEGG PATHWAY	hsa05217	2	63	0.0199296026573	0.0786327513406	GADD45A|CDKN1A	http://www.genome.jp/kegg-bin/show_pathway?hsa05217/hsa:1647%09red/hsa:1026%09red
Cytosolic DNA-sensing pathway	KEGG PATHWAY	hsa04623	2	63	0.0199296026573	0.0786327513406	RELA|CASP1	http://www.genome.jp/kegg-bin/show_pathway?hsa04623/hsa:834%09red/hsa:5970%09red
Membrane Trafficking	Reactome	R-HSA-199991	6	631	0.0200673914078	0.0790226597574	AREG|DCTN6|VPS37B|CSNK1D|FTH1|CD3D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199991
SUMO E3 ligases SUMOylate target proteins	Reactome	R-HSA-3108232	3	170	0.0202591652562	0.0796232308907	NR4A2|RELA|NR3C1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3108232
MAP kinase activation	Reactome	R-HSA-450294	2	64	0.0205082438928	0.0801362593729	DUSP4|MAP3K8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450294
Mitophagy - animal	KEGG PATHWAY	hsa04137	2	65	0.0210938591651	0.081329739908	RELA|GABARAPL1	http://www.genome.jp/kegg-bin/show_pathway?hsa04137/hsa:23710%09red/hsa:5970%09red
Acute myeloid leukemia	KEGG PATHWAY	hsa05221	2	66	0.0216863964196	0.081329739908	RELA|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa05221/hsa:5295%09red/hsa:5970%09red
Activation of NF-kappaB in B cells	Reactome	R-HSA-1169091	2	66	0.0216863964196	0.081329739908	RELA|REL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1169091
