##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
CD28 dependent PI3K/Akt signaling	Reactome	R-HSA-389357	2	22	0.00386036699596	0.035591545039	THEM4|CD86	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389357
Hepatitis B	KEGG PATHWAY	hsa05161	4	163	0.00409353613949	0.0369136416789	STAT6|NFKBIA|TRAF3|SMAD3	http://www.genome.jp/kegg-bin/show_pathway?hsa05161/hsa:4792%09red/hsa:6778%09red/hsa:4088%09red/hsa:7187%09red
FCERI mediated NF-kB activation	Reactome	R-HSA-2871837	3	81	0.00426939921982	0.0378357103273	CARD11|NFKBIA|FCER1G	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2871837
B cell receptor signaling pathway	KEGG PATHWAY	hsa04662	3	82	0.00441322010626	0.0386109810148	CARD11|NFKBIA|INPP5D	http://www.genome.jp/kegg-bin/show_pathway?hsa04662/hsa:84433%09red/hsa:4792%09red/hsa:3635%09red
ER-Phagosome pathway	Reactome	R-HSA-1236974	3	82	0.00441322010626	0.0386109810148	HLA-C|HLA-B|TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236974
Influenza A	KEGG PATHWAY	hsa05164	4	167	0.00445097148219	0.0387762600313	HLA-DRB1|NFKBIA|HLA-DQA1|TRAF3	http://www.genome.jp/kegg-bin/show_pathway?hsa05164/hsa:3123%09red/hsa:4792%09red/hsa:7187%09red/hsa:3117%09red
Other interleukin signaling	Reactome	R-HSA-449836	5	275	0.00474227273888	0.0406254697964	IL2RA|PPP2R1B|THEM4|IQGAP1|RASA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-449836
Antigen Presentation: Folding, assembly and peptide loading of class I MHC	Reactome	R-HSA-983170	2	25	0.0048723455073	0.0412244541687	HLA-C|HLA-B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983170
MAPK family signaling cascades	Reactome	R-HSA-5683057	5	278	0.00495818612537	0.0417671266749	IL2RA|PPP2R1B|IQGAP1|RASA2|IL6R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683057
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	Reactome	R-HSA-5693554	2	26	0.00523392202119	0.04287228556	RTEL1|RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693554
Interleukin receptor SHC signaling	Reactome	R-HSA-912526	2	26	0.00523392202119	0.04287228556	IL2RA|INPP5D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912526
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	R-HSA-6811558	3	89	0.00550229043067	0.0443635651979	PPP2R1B|IL1RL1|CD86	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811558
Tuberculosis	KEGG PATHWAY	hsa05152	4	179	0.00564813543007	0.0448361638773	FCER1G|HLA-DRB1|TLR1|HLA-DQA1	http://www.genome.jp/kegg-bin/show_pathway?hsa05152/hsa:2207%09red/hsa:3123%09red/hsa:3117%09red/hsa:7096%09red
Alcoholism	KEGG PATHWAY	hsa05034	4	180	0.00575664700525	0.0455217932415	HDAC3|CAMK4|HDAC7|GNGT2	http://www.genome.jp/kegg-bin/show_pathway?hsa05034/hsa:814%09red/hsa:9734%09red/hsa:2793%09red/hsa:8841%09red
Opioid Signalling	Reactome	R-HSA-111885	3	91	0.00584038816728	0.0460070424212	PPP2R1B|CAMK4|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111885
Notch-HLH transcription pathway	Reactome	R-HSA-350054	2	28	0.00599286765423	0.0468491859206	HDAC3|HDAC7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-350054
Synthesis of IP3 and IP4 in the cytosol	Reactome	R-HSA-1855204	2	28	0.00599286765423	0.0468491859206	ITPKA|INPP5D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1855204
Toll Like Receptor 3 (TLR3) Cascade	Reactome	R-HSA-168164	3	93	0.00619067458053	0.0482122232484	PPP2R1B|NFKBIA|TRAF3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168164
Mitochondrial biogenesis	Reactome	R-HSA-1592230	3	94	0.00637042334088	0.0490221319081	HDAC3|CRTC3|CAMK4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1592230
Chaperonin-mediated protein folding	Reactome	R-HSA-390466	3	94	0.00637042334088	0.0490221319081	FBXW2|HDAC3|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390466
Toll Like Receptor TLR6:TLR2 Cascade	Reactome	R-HSA-168188	3	95	0.00655326043058	0.0499018646121	PPP2R1B|NFKBIA|TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168188
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	Reactome	R-HSA-166058	3	95	0.00655326043058	0.0499018646121	PPP2R1B|NFKBIA|TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166058
Toll Like Receptor 2 (TLR2) Cascade	Reactome	R-HSA-181438	3	98	0.00712043121167	0.0517175640186	PPP2R1B|NFKBIA|TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-181438
Toll Like Receptor TLR1:TLR2 Cascade	Reactome	R-HSA-168179	3	98	0.00712043121167	0.0517175640186	PPP2R1B|NFKBIA|TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168179
MyD88-independent TLR4 cascade 	Reactome	R-HSA-166166	3	98	0.00712043121167	0.0517175640186	PPP2R1B|NFKBIA|TRAF3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166166
Antigen processing-Cross presentation	Reactome	R-HSA-1236975	3	98	0.00712043121167	0.0517175640186	HLA-C|HLA-B|TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236975
TRIF(TICAM1)-mediated TLR4 signaling 	Reactome	R-HSA-937061	3	98	0.00712043121167	0.0517175640186	PPP2R1B|NFKBIA|TRAF3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937061
Generic Transcription Pathway	Reactome	R-HSA-212436	11	1193	0.00721449695226	0.0517175640186	IL2RA|PPP2R1B|HDAC7|SETD8|CAMK4|SMAD3|RUNX3|SMARCE1|RAD50|HDAC3|BCL6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212436
CD28 co-stimulation	Reactome	R-HSA-389356	2	31	0.00721932921855	0.0517175640186	THEM4|CD86	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389356
Interferon Signaling	Reactome	R-HSA-913531	4	194	0.00742434551901	0.0528181812702	HLA-C|HLA-B|HLA-DRB1|HLA-DQA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-913531
Protein folding	Reactome	R-HSA-391251	3	100	0.00751421911088	0.0530901528933	FBXW2|HDAC3|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391251
TNFR2 non-canonical NF-kB pathway	Reactome	R-HSA-5668541	3	100	0.00751421911088	0.0530901528933	TNFRSF14|TRAF3|TNFRSF11A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668541
Generation of second messenger molecules	Reactome	R-HSA-202433	2	32	0.0076512482066	0.0535066881386	HLA-DRB1|HLA-DQA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202433
Regulation of MECP2 expression and activity	Reactome	R-HSA-9022692	2	32	0.0076512482066	0.0535066881386	HDAC3|CAMK4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022692
Metabolism of lipids	Reactome	R-HSA-556833	8	728	0.0080019661951	0.0555812246525	HDAC3|THEM4|INPP5D|ORMDL3|GLB1|SLC22A5|ALOX15|PITPNM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-556833
T cell receptor signaling pathway	KEGG PATHWAY	hsa04660	3	103	0.00812864808749	0.0562710453464	CARD11|NFKBIA|CD247	http://www.genome.jp/kegg-bin/show_pathway?hsa04660/hsa:84433%09red/hsa:919%09red/hsa:4792%09red
Negative regulators of DDX58/IFIH1 signaling	Reactome	R-HSA-936440	2	34	0.00854917092004	0.0578193928013	TRAF3|TNFAIP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-936440
Keratan sulfate/keratin metabolism	Reactome	R-HSA-1638074	2	34	0.00854917092004	0.0578193928013	B4GALT3|GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1638074
Resolution of D-Loop Structures	Reactome	R-HSA-5693537	2	34	0.00854917092004	0.0578193928013	RTEL1|RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693537
rRNA processing	Reactome	R-HSA-72312	4	203	0.00864883899899	0.058301681908	RPS26|WDR36|NHP2L1|KIAA0391	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72312
Integration of energy metabolism	Reactome	R-HSA-163685	3	107	0.00899267528251	0.0602245615011	PPP2R1B|IQGAP1|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163685
Interleukin-7 signaling	Reactome	R-HSA-1266695	2	36	0.00949192167704	0.0627504532733	IL7R|TSLP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1266695
Toxoplasmosis	KEGG PATHWAY	hsa05145	3	113	0.010385985554	0.0671163334981	HLA-DRB1|NFKBIA|HLA-DQA1	http://www.genome.jp/kegg-bin/show_pathway?hsa05145/hsa:3123%09red/hsa:4792%09red/hsa:3117%09red
Molecules associated with elastic fibres	Reactome	R-HSA-2129379	2	38	0.0104787660763	0.0671163334981	ITGB8|EFEMP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2129379
Association of TriC/CCT with target proteins during biosynthesis	Reactome	R-HSA-390471	2	38	0.0104787660763	0.0671163334981	FBXW2|HDAC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390471
Ovarian tumor domain proteases	Reactome	R-HSA-5689896	2	38	0.0104787660763	0.0671163334981	TRAF3|TNFAIP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689896
Neurotrophin signaling pathway	KEGG PATHWAY	hsa04722	3	119	0.0118976932469	0.0748062914848	NFKBIA|SH2B3|CAMK4	http://www.genome.jp/kegg-bin/show_pathway?hsa04722/hsa:10019%09red/hsa:814%09red/hsa:4792%09red
Sphingolipid signaling pathway	KEGG PATHWAY	hsa04071	3	119	0.0118976932469	0.0748062914848	PPP2R3C|PPP2R1B|FCER1G	http://www.genome.jp/kegg-bin/show_pathway?hsa04071/hsa:2207%09red/hsa:55012%09red/hsa:5519%09red
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	Reactome	R-HSA-381676	2	42	0.0125818407252	0.0779164594307	IQGAP1|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381676
tRNA Aminoacylation	Reactome	R-HSA-379724	2	42	0.0125818407252	0.0779164594307	TARS2|MARS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-379724
MHC class II antigen presentation	Reactome	R-HSA-2132295	3	123	0.0129720718129	0.0796136705889	HLA-DRB1|HLA-DQA1|ACTR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2132295
Interleukin-2 family signaling	Reactome	R-HSA-451927	2	44	0.0136966444429	0.0823400613292	IL2RA|INPP5D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-451927
RAF/MAP kinase cascade	Reactome	R-HSA-5673001	4	234	0.0138526324688	0.0830350214459	IL2RA|PPP2R1B|IQGAP1|RASA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5673001
NOTCH1 Intracellular Domain Regulates Transcription	Reactome	R-HSA-2122947	2	45	0.0142695549357	0.0845481410599	HDAC3|HDAC7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2122947
Elastic fibre formation	Reactome	R-HSA-1566948	2	45	0.0142695549357	0.0845481410599	ITGB8|EFEMP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1566948
Osteoclast differentiation	KEGG PATHWAY	hsa04380	3	128	0.0143906402675	0.0850205643387	NFKBIA|TNFRSF11A|CAMK4	http://www.genome.jp/kegg-bin/show_pathway?hsa04380/hsa:8792%09red/hsa:814%09red/hsa:4792%09red
Relaxin signaling pathway	KEGG PATHWAY	hsa04926	3	130	0.0149817210422	0.0875068706326	NFKBIA|GNGT2|SMAD3	http://www.genome.jp/kegg-bin/show_pathway?hsa04926/hsa:2793%09red/hsa:4792%09red/hsa:4088%09red
Fc epsilon receptor (FCERI) signaling	Reactome	R-HSA-2454202	3	130	0.0149817210422	0.0875068706326	CARD11|NFKBIA|FCER1G	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2454202
Dopaminergic synapse	KEGG PATHWAY	hsa04728	3	131	0.0152823483895	0.0890099384954	PPP2R3C|PPP2R1B|GNGT2	http://www.genome.jp/kegg-bin/show_pathway?hsa04728/hsa:2793%09red/hsa:55012%09red/hsa:5519%09red
Interleukin-3, Interleukin-5 and GM-CSF signaling	Reactome	R-HSA-512988	2	47	0.0154459590172	0.0892047520766	IL2RA|INPP5D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-512988
FoxO signaling pathway	KEGG PATHWAY	hsa04068	3	132	0.0155863725244	0.0895575797741	IL7R|BCL6|SMAD3	http://www.genome.jp/kegg-bin/show_pathway?hsa04068/hsa:604%09red/hsa:3575%09red/hsa:4088%09red
Systemic lupus erythematosus	KEGG PATHWAY	hsa05322	3	133	0.0158937972937	0.0910240870081	HLA-DRB1|HLA-DQA1|CD86	http://www.genome.jp/kegg-bin/show_pathway?hsa05322/hsa:3123%09red/hsa:3117%09red/hsa:942%09red
Cell surface interactions at the vascular wall	Reactome	R-HSA-202733	3	135	0.016518863085	0.0943410625075	FCER1G|INPP5D|F11R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202733
Apelin signaling pathway	KEGG PATHWAY	hsa04371	3	137	0.0171575724097	0.0971023834783	GNGT2|CAMK4|SMAD3	http://www.genome.jp/kegg-bin/show_pathway?hsa04371/hsa:814%09red/hsa:2793%09red/hsa:4088%09red
Inositol phosphate metabolism	Reactome	R-HSA-1483249	2	50	0.0172857355803	0.0971023834783	ITPKA|INPP5D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483249
@@Inositol phosphate metabolism	KEGG PATHWAY	hsa00562	2	74	0.0349940578433	0.111202137443	ITPKA|INPP5D	http://www.genome.jp/kegg-bin/show_pathway?hsa00562/hsa:3635%09red/hsa:3706%09red
C-type lectin receptors (CLRs)	Reactome	R-HSA-5621481	3	140	0.0181412683585	0.100806615527	CARD11|NFKBIA|FCER1G	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621481
Death Receptor Signalling	Reactome	R-HSA-73887	3	140	0.0181412683585	0.100806615527	HDAC3|NFKBIA|TNFAIP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73887
Aquaporin-mediated transport	Reactome	R-HSA-445717	2	52	0.0185613773998	0.10116248965	AQP5|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445717
Pyruvate metabolism and Citric Acid (TCA) cycle	Reactome	R-HSA-71406	2	54	0.0198755373315	0.10116248965	D2HGDH|ACO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71406
G alpha (i) signalling events	Reactome	R-HSA-418594	5	405	0.0217755691598	0.10116248965	PPP2R1B|GNGT2|CAMK4|RGS14|CCR7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418594
Signaling by NOTCH1 in Cancer	Reactome	R-HSA-2644603	2	57	0.0219175554626	0.10116248965	HDAC3|HDAC7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644603
Constitutive Signaling by NOTCH1 PEST Domain Mutants	Reactome	R-HSA-2644606	2	57	0.0219175554626	0.10116248965	HDAC3|HDAC7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644606
Signaling by NOTCH1 PEST Domain Mutants in Cancer	Reactome	R-HSA-2644602	2	57	0.0219175554626	0.10116248965	HDAC3|HDAC7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2644602
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	Reactome	R-HSA-2894858	2	57	0.0219175554626	0.10116248965	HDAC3|HDAC7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2894858
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	Reactome	R-HSA-2894862	2	57	0.0219175554626	0.10116248965	HDAC3|HDAC7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2894862
Chromatin organization	Reactome	R-HSA-4839726	4	273	0.0227626442961	0.10116248965	SETD8|HDAC3|EAF2|SMARCE1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4839726
Chromatin modifying enzymes	Reactome	R-HSA-3247509	4	273	0.0227626442961	0.10116248965	SETD8|HDAC3|EAF2|SMARCE1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3247509
Loss of phosphorylation of MECP2 at T308	Reactome	R-HSA-9022535	1	5	0.0229288522262	0.10116248965	CAMK4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022535
Synthesis of PI	Reactome	R-HSA-1483226	1	5	0.0229288522262	0.10116248965	PITPNM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483226
Biosynthesis of EPA-derived SPMs	Reactome	R-HSA-9018679	1	5	0.0229288522262	0.10116248965	ALOX15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9018679
TGFBR1 KD Mutants in Cancer	Reactome	R-HSA-3656532	1	5	0.0229288522262	0.10116248965	SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3656532
SMAD2/3 Phosphorylation Motif Mutants in Cancer	Reactome	R-HSA-3304356	1	5	0.0229288522262	0.10116248965	SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3304356
tRNA processing in the mitochondrion	Reactome	R-HSA-6785470	1	5	0.0229288522262	0.10116248965	KIAA0391	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6785470
Synthesis of GDP-mannose	Reactome	R-HSA-446205	1	5	0.0229288522262	0.10116248965	PMM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446205
RUNX3 Regulates Immune Response and Cell Migration	Reactome	R-HSA-8949275	1	5	0.0229288522262	0.10116248965	RUNX3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8949275
Trafficking of myristoylated proteins to the cilium	Reactome	R-HSA-5624138	1	5	0.0229288522262	0.10116248965	ARL3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5624138
Hepatitis C	KEGG PATHWAY	hsa05160	3	155	0.0235227581141	0.102604855652	PPP2R1B|NFKBIA|TRAF3	http://www.genome.jp/kegg-bin/show_pathway?hsa05160/hsa:4792%09red/hsa:7187%09red/hsa:5519%09red
Signaling by RAS mutants	Reactome	R-HSA-6802949	2	60	0.0240425572572	0.102604855652	IQGAP1|RASA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802949
rRNA modification in the nucleus and cytosol	Reactome	R-HSA-6790901	2	60	0.0240425572572	0.102604855652	NHP2L1|WDR36	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6790901
Metabolic pathways	KEGG PATHWAY	hsa01100	11	1433	0.0246506582953	0.102604855652	PMM1|INPP5D|GLB1|ITPKA|PPOX|ALOX15|MARS2|PIGN|B4GALT3|ACO2|SUOX	http://www.genome.jp/kegg-bin/show_pathway?hsa01100/hsa:23556%09red/hsa:50%09red/hsa:2720%09red/hsa:5372%09red/hsa:3635%09red/hsa:3706%09red/hsa:246%09red/hsa:5498%09red/hsa:8703%09red/hsa:92935%09red/hsa:6821%09red
Transcriptional Regulation by MECP2	Reactome	R-HSA-8986944	2	61	0.0247689578237	0.102604855652	HDAC3|CAMK4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8986944
Regulation of TP53 Activity	Reactome	R-HSA-5633007	3	159	0.0250883508773	0.102604855652	SETD8|PPP2R1B|RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5633007
Cytosolic DNA-sensing pathway	KEGG PATHWAY	hsa04623	2	63	0.0262483842157	0.102604855652	NFKBIA|POLR3H	http://www.genome.jp/kegg-bin/show_pathway?hsa04623/hsa:171568%09red/hsa:4792%09red
Synthesis of substrates in N-glycan biosythesis	Reactome	R-HSA-446219	2	63	0.0262483842157	0.102604855652	PMM1|GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446219
Necroptosis	KEGG PATHWAY	hsa04217	3	162	0.0262985844935	0.102604855652	STAT6|ALOX15|TNFAIP3	http://www.genome.jp/kegg-bin/show_pathway?hsa04217/hsa:246%09red/hsa:7128%09red/hsa:6778%09red
Loss of Function of SMAD2/3 in Cancer	Reactome	R-HSA-3304349	1	6	0.0266992207071	0.102604855652	SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3304349
Loss of MECP2 binding ability to the NCoR/SMRT complex	Reactome	R-HSA-9022537	1	6	0.0266992207071	0.102604855652	HDAC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022537
p75NTR negatively regulates cell cycle via SC1	Reactome	R-HSA-193670	1	6	0.0266992207071	0.102604855652	HDAC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193670
Sulfide oxidation to sulfate	Reactome	R-HSA-1614517	1	6	0.0266992207071	0.102604855652	SUOX	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1614517
Loss of Function of TGFBR1 in Cancer	Reactome	R-HSA-3656534	1	6	0.0266992207071	0.102604855652	SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3656534
Synthesis of 15-eicosatetraenoic acid derivatives	Reactome	R-HSA-2142770	1	6	0.0266992207071	0.102604855652	ALOX15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142770
Sensing of DNA Double Strand Breaks	Reactome	R-HSA-5693548	1	6	0.0266992207071	0.102604855652	RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693548
FOXO-mediated transcription	Reactome	R-HSA-9614085	2	65	0.0277627897602	0.105591497641	BCL6|SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9614085
Aminoacyl-tRNA biosynthesis	KEGG PATHWAY	hsa00970	2	66	0.0285329160072	0.105591497641	TARS2|MARS2	http://www.genome.jp/kegg-bin/show_pathway?hsa00970/hsa:80222%09red/hsa:92935%09red
Activation of NF-kappaB in B cells	Reactome	R-HSA-1169091	2	66	0.0285329160072	0.105591497641	CARD11|NFKBIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1169091
HDR through Homologous Recombination (HRR)	Reactome	R-HSA-5685942	2	67	0.0293115555148	0.105591497641	RTEL1|RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5685942
Interferon alpha/beta signaling	Reactome	R-HSA-909733	2	67	0.0293115555148	0.105591497641	HLA-C|HLA-B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-909733
Deubiquitination	Reactome	R-HSA-5688426	4	296	0.029339966783	0.105591497641	TRAF3|NFKBIA|TNFAIP3|SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5688426
Tight junction	KEGG PATHWAY	hsa04530	3	170	0.0296765473069	0.105591497641	PPP2R1B|MYL6B|F11R	http://www.genome.jp/kegg-bin/show_pathway?hsa04530/hsa:140465%09red/hsa:50848%09red/hsa:5519%09red
Extracellular matrix organization	Reactome	R-HSA-1474244	4	298	0.0299597430502	0.105591497641	ADAMTS4|EFEMP2|F11R|ITGB8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474244
Staphylococcus aureus infection	KEGG PATHWAY	hsa05150	2	68	0.0300986320627	0.105591497641	HLA-DRB1|HLA-DQA1	http://www.genome.jp/kegg-bin/show_pathway?hsa05150/hsa:3123%09red/hsa:3117%09red
Synthesis of 12-eicosatetraenoic acid derivatives	Reactome	R-HSA-2142712	1	7	0.0304551352632	0.105591497641	ALOX15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142712
PP2A-mediated dephosphorylation of key metabolic factors	Reactome	R-HSA-163767	1	7	0.0304551352632	0.105591497641	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163767
Signaling by TGF-beta Receptor Complex in Cancer	Reactome	R-HSA-3304351	1	7	0.0304551352632	0.105591497641	SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3304351
IkBA variant leads to EDA-ID	Reactome	R-HSA-5603029	1	7	0.0304551352632	0.105591497641	NFKBIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5603029
Fatty acid metabolism	Reactome	R-HSA-8978868	3	172	0.0305551855762	0.105760036271	SLC22A5|ALOX15|THEM4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8978868
Circadian Clock	Reactome	R-HSA-400253	2	69	0.0308940698853	0.106753290226	CRTC3|HDAC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400253
The citric acid (TCA) cycle and respiratory electron transport	Reactome	R-HSA-1428517	3	173	0.0309996118153	0.106938258209	D2HGDH|ACO2|COQ10A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1428517
Epithelial cell signaling in Helicobacter pylori infection	KEGG PATHWAY	hsa05120	2	70	0.031697793669	0.108981043116	NFKBIA|F11R	http://www.genome.jp/kegg-bin/show_pathway?hsa05120/hsa:4792%09red/hsa:50848%09red
RIG-I-like receptor signaling pathway	KEGG PATHWAY	hsa04622	2	70	0.031697793669	0.108981043116	NFKBIA|TRAF3	http://www.genome.jp/kegg-bin/show_pathway?hsa04622/hsa:4792%09red/hsa:7187%09red
