Target.id	Gene.symbol	Chromosome	Gene.name	Protein.name	Ensembl.id	UniProt.id	P_value	FDR.BH.	FDR.Bonferroni.	Relationship	Value	herb
SMTT01103	ENOX2	None	ecto-NOX disulfide-thiol exchanger 2	Ecto-NOX Disulfide-thiol Exchanger 2	ENSG00000165675	Q16206	0.00204113	0.0118393	1	By_ingredient	0.1615	乌梅
SMTT01108	EP300	22	E1A Binding Protein P300	None	ENSG00000100393	None	0.041608	0.0831951	1	By_ingredient	0.3208	乌梅
SMTT01119	EPM2A	6	EPM2A, Laforin Glucan Phosphatase	None	ENSG00000112425	None	0.0262104	0.0680322	1	By_ingredient	0.1953	乌梅
SMTT01124	ERBB2	17	Erb-b2 Receptor Tyrosine Kinase 2	Receptor Tyrosine-protein Kinase ErbB-2	ENSG00000141736	P04626	0.000271355	0.00658588	1	By_ingredient	0.4461	乌梅
SMTT01125	ERBB3	12	Erb-b2 Receptor Tyrosine Kinase 3	None	ENSG00000065361	None	0.00204113	0.0118393	1	By_ingredient	0.1411	乌梅
SMTT01128	ERCC2	19	ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit	None	ENSG00000104884	None	0.00097885	0.0154023	1	By_ingredient	0.3845	乌梅
SMTT01141	ESR1	6	Estrogen Receptor 1	Estrogen Receptor	ENSG00000091831	P03372	0.090559	0.115157	1	By_ingredient	4.2133	乌梅
SMTT01142	ESR2	None	estrogen receptor 2	Estrogen Receptor Beta	ENSG00000140009	Q92731	0.00595999	0.0206348	1	By_ingredient	2.0553	乌梅
SMTT01149	ETHE1	19	ETHE1, Persulfide Dioxygenase	None	ENSG00000105755	None	0.0210234	0.0627405	1	By_ingredient	0.235	乌梅
SMTT01162	EZH2	7	Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit	None	ENSG00000106462	None	0.0210234	0.0627405	1	By_ingredient	0.1516	乌梅
SMTT01166	F13A1	6	Coagulation Factor XIII A Chain	Coagulation Factor XIII A Chain	ENSG00000124491	P00488	0.00896679	0.0454794	1	By_ingredient	0.3599	乌梅
SMTT01170	F3	None	coagulation factor III, tissue factor	Tissue Factor	ENSG00000117525	P13726	0.030194	0.0511155	1	By_ingredient	0.1444	乌梅
SMTT01172	F7	13	Coagulation Factor VII	Coagulation Factor VII	ENSG00000057593	P08709	0.00764409	0.0431508	1	By_ingredient	1.1082	乌梅
SMTT01196	FANCL	2	Fanconi Anemia Complementation Group L	None	ENSG00000115392	None	0.0210234	0.0627405	1	By_ingredient	0.2114	乌梅
SMTT01201	FASLG	1	Fas Ligand	None	ENSG00000117560	None	0.0162157	0.0346572	1	By_ingredient	0.1226	乌梅
SMTT01202	FASN	None	fatty acid synthase	Fatty Acid Synthase	ENSG00000169710	P49327	0.0227945	0.0649931	1	By_ingredient	0.2855	乌梅
SMTT01209	FBP1	9	Fructose-bisphosphatase 1	Fructose-1,6-bisphosphatase 1	ENSG00000165140	P09467	0.0365025	0.0781968	1	By_ingredient	0.1669	乌梅
SMTT01214	FCER1A	None	Fc fragment of IgE receptor Ia	High Affinity Immunoglobulin Epsilon Receptor Subunit Alpha	ENSG00000179639	P12319	0.0262104	0.0680322	1	By_ingredient	0.1837	乌梅
SMTT01219	FDPS	1	Farnesyl Diphosphate Synthase	Farnesyl Pyrophosphate Synthase	ENSG00000160752	P14324	0.0466867	0.0880778	1	By_ingredient	0.2059	乌梅
SMTT01220	FECH	18	Ferrochelatase	Ferrochelatase, Mitochondrial	ENSG00000066926	P22830	0.00318448	0.0302883	1	By_ingredient	0.3951	乌梅
SMTT01232	FGF2	None	fibroblast growth factor 2	Fibroblast Growth Factor 2	ENSG00000138685	P09038	0.028209	0.0489285	1	By_ingredient	0.1249	乌梅
SMTT01244	FH	1	Fumarate Hydratase	None	ENSG00000091483	None	0.03137	0.0732233	1	By_ingredient	0.1755	乌梅
SMTT01272	FOS	14	Fos Proto-oncogene, AP-1 Transcription Factor Subunit	Proto-oncogene C-Fos	ENSG00000170345	P01100	0.000223995	0.00578914	1	By_ingredient	0.9163	乌梅
SMTT01301	FTL	19	Ferritin Light Chain	Ferritin Light Chain	ENSG00000087086	P02792	0.00655317	0.0401991	1	By_ingredient	0.4164	乌梅
SMTT01302	FTO	16	FTO, Alpha-ketoglutarate Dependent Dioxygenase	Alpha-ketoglutarate-dependent Dioxygenase FTO	ENSG00000140718	Q9C0B1	0.0158091	0.0563531	1	By_ingredient	0.1689	乌梅
SMTT01317	G6PD	X	Glucose-6-phosphate Dehydrogenase	Glucose-6-phosphate 1-dehydrogenase	ENSG00000160211	P11413	0.000840897	0.0141733	1	By_ingredient	0.5873	乌梅
SMTT01320	GABRA1	5	Gamma-aminobutyric Acid Type A Receptor Alpha1 Subunit	Gamma-aminobutyric Acid Receptor Subunit Alpha-1	ENSG00000022355	P14867	7.17623e-07	6.90118e-05	0.296751	By_ingredient	4.4312	乌梅
SMTT01332	GALNS	16	Galactosamine (N-acetyl)-6-sulfatase	None	ENSG00000141012	None	0.000275715	0.00666082	1	By_ingredient	0.3903	乌梅
SMTT01333	GALT	9	Galactose-1-phosphate Uridylyltransferase	None	ENSG00000213930	None	0.0210234	0.0627405	1	By_ingredient	0.1867	乌梅
SMTT01348	GATM	15	Glycine Amidinotransferase	Glycine Amidinotransferase, Mitochondrial	ENSG00000171766	P50440	0.00134991	0.00898108	1	By_ingredient	0.6906	乌梅
SMTT01350	GBA2	9	Glucosylceramidase Beta 2	None	ENSG00000070610	None	0.0365025	0.0781968	1	By_ingredient	0.2073	乌梅
SMTT01353	GCH1	14	GTP Cyclohydrolase 1	GTP Cyclohydrolase 1	ENSG00000131979	P30793	0.0466867	0.0880778	1	By_ingredient	0.1768	乌梅
SMTT01355	GCLC	6	Glutamate-cysteine Ligase Catalytic Subunit	Glutamate--cysteine Ligase Catalytic Subunit	ENSG00000001084	P48506	0.0208891	0.0625964	1	By_ingredient	0.3769	乌梅
SMTT01358	GCSH	16	Glycine Cleavage System Protein H	Glycine Cleavage System H Protein, Mitochondrial	ENSG00000140905	P23434	0.0158091	0.0563531	1	By_ingredient	0.2156	乌梅
SMTT01360	GDF1	19	Growth Differentiation Factor 1	None	ENSG00000223802	None	0.0158091	0.0563531	1	By_ingredient	0.1984	乌梅
SMTT01362	GDF3	12	Growth Differentiation Factor 3	None	ENSG00000184344	None	0.0052975	0.0372111	1	By_ingredient	0.2388	乌梅
SMTT01363	GDF5	20	Growth Differentiation Factor 5	Growth/differentiation Factor 5	ENSG00000125965	P43026	0.0052975	0.0372111	1	By_ingredient	0.2197	乌梅
SMTT01364	GDF6	8	Growth Differentiation Factor 6	None	ENSG00000156466	None	0.0052975	0.0372111	1	By_ingredient	0.2365	乌梅
SMTT01372	GFPT1	2	Glutamine--fructose-6-phosphate Transaminase 1	None	ENSG00000198380	None	0.0105671	0.0485443	1	By_ingredient	0.1829	乌梅
SMTT01380	GJA1	6	Gap Junction Protein Alpha 1	Gap Junction Alpha-1 Protein	ENSG00000152661	P17302	0.028209	0.0489285	1	By_ingredient	0.1361	乌梅
SMTT01392	GLB1	3	Galactosidase Beta 1	None	ENSG00000170266	None	0.0164379	0.0572523	1	By_ingredient	0.3425	乌梅
SMTT01393	GLDC	9	Glycine Decarboxylase	Glycine Dehydrogenase (decarboxylating), Mitochondrial	ENSG00000178445	P23378	0.041608	0.0831951	1	By_ingredient	0.181	乌梅
SMTT01405	GLUD1	10	Glutamate Dehydrogenase 1	Glutamate Dehydrogenase 1, Mitochondrial	ENSG00000148672	P00367	0.00359659	0.0317573	1	By_ingredient	0.3503	乌梅
SMTT01406	GLUL	1	Glutamate-ammonia Ligase	Glutamine Synthetase	ENSG00000135821	P15104	0.0014851	0.0199247	1	By_ingredient	0.3375	乌梅
SMTT01413	GNAI1	None	G protein subunit alpha i1	Guanine Nucleotide-binding Protein G(i) Subunit Alpha-1	ENSG00000127955	P63096	0.00655317	0.0401991	1	By_ingredient	0.3768	乌梅
SMTT01415	GNAI3	1	G Protein Subunit Alpha I3	None	ENSG00000065135	None	0.00403216	0.0330514	1	By_ingredient	0.3782	乌梅
SMTT01426	GNMT	6	Glycine N-methyltransferase	Glycine N-methyltransferase	ENSG00000124713	Q14749	0.00771704	0.0434021	1	By_ingredient	0.3262	乌梅
SMTT01436	GOT1	None	glutamic-oxaloacetic transaminase 1	Aspartate Aminotransferase, Cytoplasmic	ENSG00000120053	P17174	0.03797	0.0796818	1	By_ingredient	0.3683	乌梅
SMTT01456	GPT	None	glutamic--pyruvic transaminase	Alanine Aminotransferase 1	ENSG00000167701	P24298	0.0321974	0.0742036	1	By_ingredient	0.3747	乌梅
SMTT01462	GRHPR	9	Glyoxylate And Hydroxypyruvate Reductase	None	ENSG00000137106	None	0.03137	0.0732233	1	By_ingredient	0.2318	乌梅
SMTT01464	GRIA2	None	glutamate ionotropic receptor AMPA type subunit 2	Glutamate Receptor 2	ENSG00000120251	P42262	0.44262	0.474788	1	By_ingredient	0.2232	乌梅
SMTT01483	GSK3B	None	glycogen synthase kinase 3 beta	Glycogen Synthase Kinase-3 Beta	ENSG00000082701	P49841	0.0215803	0.0584119	1	By_ingredient	2.2521	乌梅
SMTT01485	GSR	None	glutathione-disulfide reductase	Glutathione Reductase, Mitochondrial	ENSG00000104687	P00390	3.89317e-05	0.00165901	1	By_ingredient	0.7705	乌梅
SMTT01489	GSTM1	None	glutathione S-transferase mu 1	Glutathione S-transferase Mu 1	ENSG00000134184	P09488	0.000155227	0.00253543	1	By_ingredient	0.4877	乌梅
SMTT01490	GSTM2	None	glutathione S-transferase mu 2	Glutathione S-transferase Mu 2	ENSG00000213366	P28161	4.04653e-05	0.000780164	1	By_ingredient	0.2996	乌梅
SMTT01491	GSTP1	None	glutathione S-transferase pi 1	Glutathione S-transferase P	ENSG00000084207	P09211	0.000180503	0.00499876	1	By_ingredient	0.6059	乌梅
SMTT01501	GUSB	7	Glucuronidase Beta	None	ENSG00000169919	None	0.0466867	0.0880778	1	By_ingredient	0.1575	乌梅
SMTT01503	GYS1	19	Glycogen Synthase 1	None	ENSG00000104812	None	0.0466867	0.0880778	1	By_ingredient	0.1977	乌梅
SMTT01507	H6PD	1	Hexose-6-phosphate Dehydrogenase/glucose 1-dehydrogenase	GDH/6PGL Endoplasmic Bifunctional Protein	ENSG00000049239	O95479	0.00403216	0.0330514	1	By_ingredient	0.3624	乌梅
SMTT01513	HADHB	2	Hydroxyacyl-CoA Dehydrogenase Trifunctional Multienzyme Complex Subunit Beta	None	ENSG00000138029	None	0.0365025	0.0781968	1	By_ingredient	0.1957	乌梅
SMTT01531	HDAC6	X	Histone Deacetylase 6	Histone Deacetylase 6	ENSG00000094631	Q9UBN7	0.0262104	0.0680322	1	By_ingredient	0.1828	乌梅
SMTT01532	HDAC8	X	Histone Deacetylase 8	Histone Deacetylase 8	ENSG00000147099	Q9BY41	0.03137	0.0732233	1	By_ingredient	0.2065	乌梅
SMTT01533	HDC	None	histidine decarboxylase	Histidine Decarboxylase	ENSG00000140287	P19113	0.00814017	0.0240483	1	By_ingredient	0.3539	乌梅
SMTT01550	HIF1A	None	hypoxia inducible factor 1 alpha subunit	Hypoxia-inducible Factor 1-alpha	ENSG00000100644	Q16665	0.000527229	0.0103848	1	By_ingredient	0.5979	乌梅
SMTT01566	HMGCL	1	3-hydroxymethyl-3-methylglutaryl-CoA Lyase	Hydroxymethylglutaryl-CoA Lyase, Mitochondrial	ENSG00000117305	P35914	0.0365025	0.0781968	1	By_ingredient	0.1842	乌梅
SMTT01567	HMGCR	None	3-hydroxy-3-methylglutaryl-CoA reductase	3-hydroxy-3-methylglutaryl-coenzyme A Reductase	ENSG00000113161	P04035	2.81871e-06	0.000215213	1	By_ingredient	0.7648	乌梅
SMTT01569	HMOX1	22	Heme Oxygenase 1	Heme Oxygenase 1	ENSG00000100292	P09601	2.22725e-05	0.000502902	1	By_ingredient	0.9903	乌梅
SMTT01579	HOGA1	10	4-hydroxy-2-oxoglutarate Aldolase 1	None	ENSG00000241935	None	0.041608	0.0831951	1	By_ingredient	0.2194	乌梅
SMTT01590	HPGD	4	15-hydroxyprostaglandin Dehydrogenase	15-hydroxyprostaglandin Dehydrogenase [NAD(+)]	ENSG00000164120	P15428	0.00318448	0.0302883	1	By_ingredient	0.3368	乌梅
SMTT01603	HS3ST3A1	None	heparan sulfate-glucosamine 3-sulfotransferase 3A1	Heparan Sulfate Glucosamine 3-O-sulfotransferase 3A1	ENSG00000153976	Q9Y663	2.78613e-05	0.00128699	1	By_ingredient	0.4221	乌梅
SMTT01614	HSF1	None	heat shock transcription factor 1	Heat Shock Factor Protein 1	ENSG00000185122	Q00613	0.00611121	0.0208847	1	By_ingredient	0.1466	乌梅
SMTT01618	HSPA5	None	heat shock protein family A (Hsp70) member 5	78 KDa Glucose-regulated Protein	ENSG00000044574	P11021	0.0162157	0.0346572	1	By_ingredient	0.1323	乌梅
SMTT01620	HSPB1	7	Heat Shock Protein Family B (small) Member 1	Heat Shock Protein Beta-1	ENSG00000106211	P04792	0.0101651	0.0269299	1	By_ingredient	0.1361	乌梅
SMTT01638	ICAM1	None	intercellular adhesion molecule 1	Intercellular Adhesion Molecule 1	ENSG00000090339	P05362	6.60112e-07	3.55026e-05	0.0583308	By_ingredient	0.8318	乌梅
SMTT01641	IDH1	2	Isocitrate Dehydrogenase (NADP(+)) 1, Cytosolic	Isocitrate Dehydrogenase [NADP] Cytoplasmic	ENSG00000138413	O75874	0.041608	0.0831951	1	By_ingredient	0.1793	乌梅
SMTT01642	IDH2	15	Isocitrate Dehydrogenase (NADP(+)) 2, Mitochondrial	Isocitrate Dehydrogenase [NADP], Mitochondrial	ENSG00000182054	P48735	0.0262104	0.0680322	1	By_ingredient	0.1723	乌梅
SMTT01643	IDH3B	20	Isocitrate Dehydrogenase 3 (NAD(+)) Beta	Isocitrate Dehydrogenase [NAD] Subunit Beta, Mitochondrial	ENSG00000101365	O43837	0.0365025	0.0781968	1	By_ingredient	0.1957	乌梅
SMTT01652	IFNG	None	interferon gamma	Interferon Gamma	ENSG00000111537	P01579	0.0278556	0.0701005	1	By_ingredient	0.3337	乌梅
SMTT01665	IGF2	11	Insulin Like Growth Factor 2	None	ENSG00000167244	None	0.00814017	0.0240483	1	By_ingredient	0.1317	乌梅
SMTT01668	IGFBP3	None	insulin like growth factor binding protein 3	Insulin-like Growth Factor-binding Protein 3	ENSG00000146674	P17936	0.00611121	0.0208847	1	By_ingredient	0.1311	乌梅
SMTT01671	IGHG1	None	immunoglobulin heavy constant gamma 1 (G1m marker)	Ig Gamma-1 Chain C Region	None	P01857	0.000281359	0.00300924	1	By_ingredient	1.5002	乌梅
SMTT01673	IGHMBP2	11	Immunoglobulin Mu Binding Protein 2	None	ENSG00000132740	None	0.0105671	0.0485443	1	By_ingredient	0.1931	乌梅
SMTT01679	IKBKB	8	Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta	Inhibitor Of Nuclear Factor Kappa-B Kinase Subunit Beta	ENSG00000104365	O14920	0.000271355	0.00658588	1	By_ingredient	0.4649	乌梅
SMTT01682	IL10	1	Interleukin 10	Interleukin-10	ENSG00000136634	P22301	0.000112684	0.00358825	1	By_ingredient	0.7001	乌梅
SMTT01696	IL1A	None	interleukin 1 alpha	Interleukin-1 Alpha	ENSG00000115008	P01583	0.0142029	0.0324091	1	By_ingredient	0.1465	乌梅
SMTT01697	IL1B	None	interleukin 1 beta	Interleukin-1 Beta	ENSG00000125538	P01584	0.00255231	0.0166443	1	By_ingredient	0.5748	乌梅
SMTT01700	IL2	None	interleukin 2	Interleukin-2	ENSG00000109471	P60568	0.00380765	0.0326005	1	By_ingredient	0.4541	乌梅
SMTT01712	IL6	7	Interleukin 6	Interleukin-6	ENSG00000136244	P05231	0.000202593	0.00239019	1	By_ingredient	1.2142	乌梅
SMTT01713	IL7R	5	Interleukin 7 Receptor	None	ENSG00000168685	None	0.041608	0.0831951	1	By_ingredient	0.1769	乌梅
SMTT01717	IMPDH1	7	Inosine Monophosphate Dehydrogenase 1	Inosine-5'-monophosphate Dehydrogenase 1	ENSG00000106348	P20839	0.0365025	0.0781968	1	By_ingredient	0.1919	乌梅
SMTT01723	INPPL1	11	Inositol Polyphosphate Phosphatase Like 1	None	ENSG00000165458	None	0.00204113	0.0118393	1	By_ingredient	0.1371	乌梅
SMTT01724	INS	11	Insulin	Insulin	ENSG00000254647	P01308	0.000238357	0.00604547	1	By_ingredient	0.4371	乌梅
SMTT01726	INSR	19	Insulin Receptor	Insulin Receptor	ENSG00000171105	P06213	6.06194e-05	0.00103655	1	By_ingredient	0.2954	乌梅
SMTT01732	IRF1	5	Interferon Regulatory Factor 1	None	ENSG00000125347	None	0.0040782	0.0171018	1	By_ingredient	0.1562	乌梅
SMTT01744	ISYNA1	None	inositol-3-phosphate synthase 1	Inositol-3-phosphate Synthase 1	ENSG00000105655	Q9NPH2	0.00177595	0.0223639	1	By_ingredient	0.4061	乌梅
SMTT01751	ITGA6	2	Integrin Subunit Alpha 6	None	ENSG00000091409	None	0.03137	0.0732233	1	By_ingredient	0.1521	乌梅
SMTT01762	ITPA	20	Inosine Triphosphatase	Inosine Triphosphate Pyrophosphatase	ENSG00000125877	Q9BY32	0.0105671	0.0485443	1	By_ingredient	0.2051	乌梅
SMTT01778	JUN	None	Jun proto-oncogene, AP-1 transcription factor subunit	Transcription Factor AP-1	ENSG00000177606	P05412	1.10269e-05	0.000300148	0.97218	By_ingredient	1.0861	乌梅
SMTT01792	KCNAB2	1	Potassium Voltage-gated Channel Subfamily A Regulatory Beta Subunit 2	None	ENSG00000069424	None	0.0158091	0.0563531	1	By_ingredient	0.181	乌梅
SMTT01803	KCNH2	7	Potassium Voltage-gated Channel Subfamily H Member 2	Potassium Voltage-gated Channel Subfamily H Member 2	ENSG00000055118	Q12809	0.0114679	0.0286326	1	By_ingredient	0.7417	乌梅
SMTT01806	KCNJ11	11	Potassium Voltage-gated Channel Subfamily J Member 11	ATP-sensitive Inward Rectifier Potassium Channel 11	ENSG00000187486	Q14654	0.0466867	0.0880778	1	By_ingredient	0.1631	乌梅
SMTT01809	KCNJ2	17	Potassium Voltage-gated Channel Subfamily J Member 2	None	ENSG00000123700	None	0.0466867	0.0880778	1	By_ingredient	0.2023	乌梅
SMTT01833	KDR	4	Kinase Insert Domain Receptor	Vascular Endothelial Growth Factor Receptor 2	ENSG00000128052	P35968	0.3089	0.339158	1	By_ingredient	0.1579	乌梅
SMTT01878	KRAS	12	KRAS Proto-oncogene, GTPase	GTPase KRas	ENSG00000133703	P01116	0.00547715	0.0378448	1	By_ingredient	0.3231	乌梅
SMTT01905	LACC1	13	Laccase Domain Containing 1	None	ENSG00000179630	None	0.0158091	0.0563531	1	By_ingredient	0.221	乌梅
SMTT01928	LDHA	11	Lactate Dehydrogenase A	L-lactate Dehydrogenase A Chain	ENSG00000134333	P00338	0.000208073	0.0055308	1	By_ingredient	0.5699	乌梅
SMTT01929	LDLR	19	Low Density Lipoprotein Receptor	Low-density Lipoprotein Receptor	ENSG00000130164	P01130	0.00655317	0.0401991	1	By_ingredient	0.3265	乌梅
SMTT01931	LEMD2	6	LEM Domain Containing 2	None	ENSG00000161904	None	0.0105671	0.0485443	1	By_ingredient	0.2136	乌梅
SMTT01932	LEMD3	12	LEM Domain Containing 3	None	ENSG00000174106	None	0.0105671	0.0485443	1	By_ingredient	0.1834	乌梅
SMTT01939	LGSN	None	lengsin, lens protein with glutamine synthetase domain	Lengsin	ENSG00000146166	Q5TDP6	0.0262104	0.0680322	1	By_ingredient	0.1877	乌梅
SMTT01960	LITAF	16	Lipopolysaccharide Induced TNF Factor	None	ENSG00000189067	None	0.0101651	0.0269299	1	By_ingredient	0.1502	乌梅
SMTT01979	LPL	8	Lipoprotein Lipase	Lipoprotein Lipase	ENSG00000175445	P06858	0.00771704	0.0434021	1	By_ingredient	0.3134	乌梅
SMTT02005	LYZ	12	Lysozyme	Lysozyme C	ENSG00000090382	P61626	4.55589e-05	0.00185812	1	By_ingredient	1.6402	乌梅
SMTT02024	MAOA	X	Monoamine Oxidase A	Amine Oxidase [flavin-containing] A	ENSG00000189221	P21397	0.0289669	0.0709811	1	By_ingredient	0.713	乌梅
SMTT02025	MAOB	None	monoamine oxidase B	Amine Oxidase [flavin-containing] B	ENSG00000069535	P27338	0.00901067	0.0281935	1	By_ingredient	1.562	乌梅
SMTT02027	MAP2	None	microtubule associated protein 2	Microtubule-associated Protein 2	ENSG00000078018	P11137	0.00814017	0.0240483	1	By_ingredient	0.3145	乌梅
SMTT02033	MAPK1	22	Mitogen-activated Protein Kinase 1	Mitogen-activated Protein Kinase 1	ENSG00000100030	P28482	0.00663316	0.0404569	1	By_ingredient	0.5163	乌梅
SMTT02035	MAPK12	None	mitogen-activated protein kinase 12	Mitogen-activated Protein Kinase 12	ENSG00000188130	P53778	0.0049727	0.0360389	1	By_ingredient	0.3615	乌梅
SMTT02037	MAPK3	None	mitogen-activated protein kinase 3	Mitogen-activated Protein Kinase 3	ENSG00000102882	P27361	0.00171808	0.0219373	1	By_ingredient	0.5378	乌梅
SMTT02038	MAPK8	None	mitogen-activated protein kinase 8	Mitogen-activated Protein Kinase 8	ENSG00000107643	P45983	0.000754082	0.00593198	1	By_ingredient	0.2595	乌梅
SMTT02039	MAPK8IP1	None	mitogen-activated protein kinase 8 interacting protein 1	C-Jun-amino-terminal Kinase-interacting Protein 1	ENSG00000121653	Q9UQF2	0.0040782	0.0171018	1	By_ingredient	0.1364	乌梅
SMTT02044	MARS2	2	Methionyl-tRNA Synthetase 2, Mitochondrial	None	ENSG00000247626	None	0.0262104	0.0680322	1	By_ingredient	0.2028	乌梅
SMTT02060	MCEE	2	Methylmalonyl-CoA Epimerase	None	ENSG00000124370	None	0.041608	0.0831951	1	By_ingredient	0.2036	乌梅
SMTT02062	MCL1	None	MCL1, BCL2 family apoptosis regulator	Induced Myeloid Leukemia Cell Differentiation Protein Mcl-1	ENSG00000143384	Q07820	0.0202294	0.039534	1	By_ingredient	0.2979	乌梅
SMTT02070	MDM2	12	MDM2 Proto-oncogene	E3 Ubiquitin-protein Ligase Mdm2	ENSG00000135679	Q00987	0.0466867	0.0880778	1	By_ingredient	0.1421	乌梅
SMTT02071	ME1	None	malic enzyme 1	NADP-dependent Malic Enzyme	ENSG00000065833	P48163	0.00175406	0.0221721	1	By_ingredient	0.5597	乌梅
SMTT02091	MFN2	1	Mitofusin 2	None	ENSG00000116688	None	0.041608	0.0831951	1	By_ingredient	0.2332	乌梅
SMTT02095	MGAM	None	maltase-glucoamylase	Maltase-glucoamylase, Intestinal	ENSG00000257335	O43451	0.00403216	0.0330514	1	By_ingredient	0.3312	乌梅
SMTT02099	MGMT	10	O-6-methylguanine-DNA Methyltransferase	Methylated-DNA--protein-cysteine Methyltransferase	ENSG00000170430	P16455	0.0466867	0.0880778	1	By_ingredient	0.1775	乌梅
SMTT02120	MLH3	14	MutL Homolog 3	None	ENSG00000119684	None	0.0262104	0.0680322	1	By_ingredient	0.2482	乌梅
SMTT02128	MMACHC	1	Methylmalonic Aciduria (cobalamin Deficiency) CblC Type, With Homocystinuria	Methylmalonic Aciduria And Homocystinuria Type C Protein	ENSG00000132763	Q9Y4U1	0.0158091	0.0563531	1	By_ingredient	0.1895	乌梅
SMTT02131	MMEL1	1	Membrane Metalloendopeptidase Like 1	None	ENSG00000142606	None	0.0052975	0.0372111	1	By_ingredient	0.2277	乌梅
SMTT02132	MMP1	11	Matrix Metallopeptidase 1	Interstitial Collagenase	ENSG00000196611	P03956	1.54774e-05	0.000384801	1	By_ingredient	0.3703	乌梅
SMTT02133	MMP10	None	matrix metallopeptidase 10	Stromelysin-2	ENSG00000166670	P09238	0.00611121	0.0208847	1	By_ingredient	0.1236	乌梅
SMTT02137	MMP2	16	Matrix Metallopeptidase 2	72 KDa Type IV Collagenase	ENSG00000087245	P08253	0.00272609	0.0140682	1	By_ingredient	0.3983	乌梅
SMTT02140	MMP3	None	matrix metallopeptidase 3	Stromelysin-1	ENSG00000149968	P08254	0.000419429	0.00394059	1	By_ingredient	0.4087	乌梅
SMTT02143	MMP9	20	Matrix Metallopeptidase 9	Matrix Metalloproteinase-9	ENSG00000100985	P14780	0.000358583	0.0079354	1	By_ingredient	0.7374	乌梅
SMTT02157	MPO	17	Myeloperoxidase	Myeloperoxidase	ENSG00000005381	P05164	0.0029616	0.0292447	1	By_ingredient	0.6529	乌梅
SMTT02162	MRE11	11	MRE11 Homolog, Double Strand Break Repair Nuclease	None	ENSG00000020922	None	0.0262104	0.0680322	1	By_ingredient	0.2073	乌梅
SMTT02163	MRPL3	3	Mitochondrial Ribosomal Protein L3	None	ENSG00000114686	None	0.0158091	0.0563531	1	By_ingredient	0.2178	乌梅
SMTT02170	MSH3	5	MutS Homolog 3	None	ENSG00000113318	None	0.0262104	0.0680322	1	By_ingredient	0.2252	乌梅
SMTT02172	MSLN	None	mesothelin	Mesothelin	ENSG00000102854	Q13421	0.0052975	0.0372111	1	By_ingredient	0.1673	乌梅
SMTT02177	MSTN	2	Myostatin	Growth/differentiation Factor 8	ENSG00000138379	O14793	0.000166006	0.00471183	1	By_ingredient	0.3474	乌梅
SMTT02189	MTOR	1	Mechanistic Target Of Rapamycin Kinase	Serine/threonine-protein Kinase MTOR	ENSG00000198793	P42345	0.0289173	0.0709685	1	By_ingredient	0.3033	乌梅
SMTT02193	MTTP	4	Microsomal Triglyceride Transfer Protein	Microsomal Triglyceride Transfer Protein Large Subunit	ENSG00000138823	P55157	0.0365025	0.0781968	1	By_ingredient	0.1932	乌梅
SMTT02194	MUC1	1	Mucin 1, Cell Surface Associated	None	ENSG00000185499	None	0.0040782	0.0171018	1	By_ingredient	0.1721	乌梅
SMTT02198	MUTYH	1	MutY DNA Glycosylase	None	ENSG00000132781	None	0.0262104	0.0680322	1	By_ingredient	0.2396	乌梅
SMTT02200	MVK	12	Mevalonate Kinase	Mevalonate Kinase	ENSG00000110921	Q03426	0.0105671	0.0485443	1	By_ingredient	0.1967	乌梅
